BUYER_ZIP,TRANSACTION_DATE,DOSAGE_UNIT,Ingredient_Name
90069,4022008,300.0,OXYCODONE HYDROCHLORIDE
90069,4082008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90069,7232008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90069,10022008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90069,4022009,200.0,OXYCODONE HYDROCHLORIDE
90069,4132009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,6272006,1000.0,OXYCODONE HYDROCHLORIDE
90404,1202007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,6222007,1500.0,OXYCODONE HYDROCHLORIDE
90404,8022007,1000.0,OXYCODONE HYDROCHLORIDE
90404,9292007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,2012008,700.0,OXYCODONE HYDROCHLORIDE
90404,7242008,400.0,OXYCODONE HYDROCHLORIDE
90404,4232009,1000.0,OXYCODONE HYDROCHLORIDE
90404,7152010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,11052010,500.0,OXYCODONE HYDROCHLORIDE
91932,5172006,100.0,OXYCODONE HYDROCHLORIDE
91932,5312006,100.0,OXYCODONE HYDROCHLORIDE
91932,11022006,100.0,OXYCODONE HYDROCHLORIDE
91932,3092007,300.0,OXYCODONE HYDROCHLORIDE
91754,5122006,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91754,10042007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91754,1122008,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91754,4272011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1242006,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1272006,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,11242006,600.0,OXYCODONE HYDROCHLORIDE
92506,12302006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,4302007,100.0,OXYCODONE HYDROCHLORIDE
92506,7312007,100.0,OXYCODONE HYDROCHLORIDE
92506,8162007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1242008,100.0,OXYCODONE HYDROCHLORIDE
92506,2282008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,5312008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,7182008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,8112008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1262009,100.0,OXYCODONE HYDROCHLORIDE
92506,4092009,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,6052009,100.0,OXYCODONE HYDROCHLORIDE
92506,6252009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,9092009,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,10062009,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,10142009,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,12012009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,3122010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,4232010,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,4272010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,9112010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,10202010,1500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,11022010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,12072010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1052011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,1062011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,2162011,400.0,OXYCODONE HYDROCHLORIDE
92506,3112011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,3182011,200.0,OXYCODONE HYDROCHLORIDE
92506,4052011,400.0,OXYCODONE HYDROCHLORIDE
92506,5282011,1500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,6172011,100.0,OXYCODONE HYDROCHLORIDE
92506,6292011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,7092011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,9142011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,3142012,300.0,OXYCODONE HYDROCHLORIDE
92506,5212012,300.0,OXYCODONE HYDROCHLORIDE
92506,7112012,200.0,OXYCODONE HYDROCHLORIDE
92506,8312012,200.0,OXYCODONE HYDROCHLORIDE
92506,9132012,200.0,OXYCODONE HYDROCHLORIDE
92506,9192012,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92506,10082012,200.0,OXYCODONE HYDROCHLORIDE
92506,10242012,300.0,OXYCODONE HYDROCHLORIDE
92506,11022012,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,7152006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,7252006,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11212006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12212006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12042007,2500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,5032008,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,8192008,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,9052008,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,1022009,800.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2242009,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,4082009,2000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,4092009,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,7112009,600.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,8282009,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11092009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11162009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12022009,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12182009,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12222009,2000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,9082010,800.0,OXYCODONE HYDROCHLORIDE
90731,10282010,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11022010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12092010,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12232010,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,1102011,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,1172011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2012011,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2282011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,3302011,300.0,OXYCODONE HYDROCHLORIDE
90731,5072011,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,5182011,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,8262011,400.0,OXYCODONE HYDROCHLORIDE
90731,9032011,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,9162011,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,10252011,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11302011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12062011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,1132012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2152012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2212012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,2242012,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,3022012,400.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,3082012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,3232012,200.0,OXYCODONE HYDROCHLORIDE
90731,5042012,200.0,OXYCODONE HYDROCHLORIDE
90731,5172012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,5192012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,5262012,200.0,OXYCODONE HYDROCHLORIDE
90731,7062012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,8282012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11082012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,11082012,300.0,OXYCODONE HYDROCHLORIDE
90731,11102012,200.0,OXYCODONE HYDROCHLORIDE
90731,11282012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92651,10022008,300.0,OXYCODONE HYDROCHLORIDE
92651,10132008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92651,11282008,300.0,OXYCODONE HYDROCHLORIDE
92651,5202009,100.0,OXYCODONE HYDROCHLORIDE
92651,6092009,100.0,OXYCODONE HYDROCHLORIDE
92651,7272009,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92651,7312009,300.0,OXYCODONE HYDROCHLORIDE
92651,8062009,500.0,OXYCODONE HYDROCHLORIDE
92651,8272009,600.0,OXYCODONE HYDROCHLORIDE
92651,9162009,200.0,OXYCODONE HYDROCHLORIDE
92651,1042010,200.0,OXYCODONE HYDROCHLORIDE
92651,3172010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92651,5172010,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92651,8032010,100.0,OXYCODONE HYDROCHLORIDE
92651,8302010,100.0,OXYCODONE HYDROCHLORIDE
92651,6272011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91355,4242006,100.0,OXYCODONE HYDROCHLORIDE
91355,11032006,200.0,OXYCODONE HYDROCHLORIDE
91355,12292006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91355,1052007,200.0,OXYCODONE HYDROCHLORIDE
91355,3042008,400.0,OXYCODONE HYDROCHLORIDE
91355,6102009,100.0,OXYCODONE HYDROCHLORIDE
91355,9272010,100.0,OXYCODONE HYDROCHLORIDE
91355,10082010,100.0,OXYCODONE HYDROCHLORIDE
91355,11122010,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91355,11222010,100.0,OXYCODONE HYDROCHLORIDE
91355,12302010,300.0,OXYCODONE HYDROCHLORIDE
91355,4052011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91355,6022011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91355,6112011,100.0,OXYCODONE HYDROCHLORIDE
91355,6122012,600.0,OXYCODONE HYDROCHLORIDE
91355,6262012,100.0,OXYCODONE HYDROCHLORIDE
90020,4282006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91773,6082009,100.0,OXYCODONE HYDROCHLORIDE
91773,9282009,100.0,OXYCODONE HYDROCHLORIDE
91773,9302009,100.0,OXYCODONE HYDROCHLORIDE
91773,2022011,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91773,8292011,2000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91773,3132012,600.0,OXYCODONE HYDROCHLORIDE
91773,4192012,400.0,OXYCODONE HYDROCHLORIDE
91773,12242012,100.0,OXYCODONE HYDROCHLORIDE
90723,12122008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,1092012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,4282006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,2202007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,5112007,200.0,OXYCODONE HYDROCHLORIDE
90723,5082008,200.0,OXYCODONE HYDROCHLORIDE
90723,7162008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,8302008,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,2202009,200.0,OXYCODONE HYDROCHLORIDE
90723,9202011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90723,10032011,100.0,OXYCODONE HYDROCHLORIDE
90723,6122012,200.0,OXYCODONE HYDROCHLORIDE
91906,1292007,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91906,11272007,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91906,11302007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91906,7182008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90280,11202012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,5252006,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,12022006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,4252007,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,5302007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,8012007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,10052007,200.0,OXYCODONE HYDROCHLORIDE
90720,11302007,400.0,OXYCODONE HYDROCHLORIDE
90720,1022008,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,3142008,300.0,OXYCODONE HYDROCHLORIDE
90720,4012008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,4222008,300.0,OXYCODONE HYDROCHLORIDE
90720,7252008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,10282008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,12092008,400.0,OXYCODONE HYDROCHLORIDE
90720,5182009,300.0,OXYCODONE HYDROCHLORIDE
90720,6042009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,8222009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,1152010,200.0,OXYCODONE HYDROCHLORIDE
90720,1232010,100.0,OXYCODONE HYDROCHLORIDE
90720,8182010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90720,11032010,200.0,OXYCODONE HYDROCHLORIDE
90720,11172010,800.0,OXYCODONE HYDROCHLORIDE
90720,5072011,400.0,OXYCODONE HYDROCHLORIDE
92127,3172006,300.0,OXYCODONE HYDROCHLORIDE
92127,4212006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,7212006,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,8292006,100.0,OXYCODONE HYDROCHLORIDE
92127,10022006,9000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,12082006,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,1262007,200.0,OXYCODONE HYDROCHLORIDE
92127,9172007,400.0,OXYCODONE HYDROCHLORIDE
92127,4182008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,8202008,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,10232008,100.0,OXYCODONE HYDROCHLORIDE
92127,11032008,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,11192008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,12222008,200.0,OXYCODONE HYDROCHLORIDE
92127,12302008,600.0,OXYCODONE HYDROCHLORIDE
92127,1202009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,2272009,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,5182009,300.0,OXYCODONE HYDROCHLORIDE
92127,6162009,400.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,10052009,500.0,OXYCODONE HYDROCHLORIDE
92127,4222010,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,5112010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,6032010,100.0,OXYCODONE HYDROCHLORIDE
92127,9022010,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,3282011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,10262011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,1262012,200.0,OXYCODONE HYDROCHLORIDE
92127,3142012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,5242012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92127,8132012,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,12192006,700.0,OXYCODONE HYDROCHLORIDE
91913,5242007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,6132008,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,7222008,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,10292008,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,6182009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,9292009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,12142009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,1062010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,6022010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,8232010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,12152010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,2242011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,8312011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
91913,2092012,800.0,OXYCODONE HYDROCHLORIDE
91913,5222012,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92335,1092006,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92335,12102008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92335,2212012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92521,8102012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,3012006,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,7312006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,2062009,300.0,OXYCODONE HYDROCHLORIDE
92653,3252009,100.0,OXYCODONE HYDROCHLORIDE
92653,5012009,200.0,OXYCODONE HYDROCHLORIDE
92653,6192009,100.0,OXYCODONE HYDROCHLORIDE
92653,12072009,200.0,OXYCODONE HYDROCHLORIDE
92653,12102009,100.0,OXYCODONE HYDROCHLORIDE
92653,1122010,200.0,OXYCODONE HYDROCHLORIDE
92653,2052010,100.0,OXYCODONE HYDROCHLORIDE
92653,3312010,200.0,OXYCODONE HYDROCHLORIDE
92653,7192010,200.0,OXYCODONE HYDROCHLORIDE
92653,8252010,200.0,OXYCODONE HYDROCHLORIDE
92653,12152010,100.0,OXYCODONE HYDROCHLORIDE
92653,1062011,200.0,OXYCODONE HYDROCHLORIDE
92653,2212011,100.0,OXYCODONE HYDROCHLORIDE
92653,3012011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,3142011,100.0,OXYCODONE HYDROCHLORIDE
92653,7202011,100.0,OXYCODONE HYDROCHLORIDE
92653,9122011,100.0,OXYCODONE HYDROCHLORIDE
92653,9232011,100.0,OXYCODONE HYDROCHLORIDE
92653,10042011,300.0,OXYCODONE HYDROCHLORIDE
92653,10122011,100.0,OXYCODONE HYDROCHLORIDE
92653,11092011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,12022011,100.0,OXYCODONE HYDROCHLORIDE
92653,12052011,200.0,OXYCODONE HYDROCHLORIDE
92653,1092012,600.0,OXYCODONE HYDROCHLORIDE
92653,1102012,100.0,OXYCODONE HYDROCHLORIDE
92653,1192012,500.0,OXYCODONE HYDROCHLORIDE
92653,4202012,300.0,OXYCODONE HYDROCHLORIDE
92653,4232012,100.0,OXYCODONE HYDROCHLORIDE
92653,7032012,100.0,OXYCODONE HYDROCHLORIDE
92653,7242012,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,7262012,100.0,OXYCODONE HYDROCHLORIDE
92653,8312012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,9182012,100.0,OXYCODONE HYDROCHLORIDE
92653,10082012,200.0,OXYCODONE HYDROCHLORIDE
92653,10092012,300.0,OXYCODONE HYDROCHLORIDE
92653,10112012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,11202012,100.0,OXYCODONE HYDROCHLORIDE
92653,11272012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
92653,12142012,200.0,OXYCODONE HYDROCHLORIDE
92653,12272012,100.0,OXYCODONE HYDROCHLORIDE
90004,12152006,400.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,7032007,600.0,OXYCODONE HYDROCHLORIDE
90004,3132009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,6242009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,7232009,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,3232010,400.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,6052010,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,12082010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,4142011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,5042011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,6172011,600.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,12292011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90004,4192012,100.0,OXYCODONE HYDROCHLORIDE
90004,9142012,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,1202009,1000.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,2042009,100.0,OXYCODONE HYDROCHLORIDE
90404,2052009,100.0,OXYCODONE HYDROCHLORIDE
90404,3102009,200.0,OXYCODONE HYDROCHLORIDE
90404,3122009,200.0,OXYCODONE HYDROCHLORIDE
90404,6042009,100.0,OXYCODONE HYDROCHLORIDE
90404,6182009,100.0,OXYCODONE HYDROCHLORIDE
90404,11132009,200.0,OXYCODONE HYDROCHLORIDE
90404,11172009,100.0,OXYCODONE HYDROCHLORIDE
90404,1112010,300.0,OXYCODONE HYDROCHLORIDE
90404,2082010,500.0,OXYCODONE HYDROCHLORIDE
90404,2252010,500.0,OXYCODONE HYDROCHLORIDE
90404,3152010,200.0,OXYCODONE HYDROCHLORIDE
90404,4022010,200.0,OXYCODONE HYDROCHLORIDE
90404,9232010,100.0,OXYCODONE HYDROCHLORIDE
90404,10052010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,10062010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,11032010,100.0,OXYCODONE HYDROCHLORIDE
90404,11172010,100.0,OXYCODONE HYDROCHLORIDE
90404,12222010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,12222010,100.0,OXYCODONE HYDROCHLORIDE
90404,1172011,500.0,OXYCODONE HYDROCHLORIDE
90404,1272011,300.0,OXYCODONE HYDROCHLORIDE
90404,3212011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,4212011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,5242011,200.0,OXYCODONE HYDROCHLORIDE
90404,7062011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,7112011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,7262011,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,8182011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,8312011,200.0,OXYCODONE HYDROCHLORIDE
90404,9162011,200.0,OXYCODONE HYDROCHLORIDE
90404,9202011,100.0,OXYCODONE HYDROCHLORIDE
90404,9232011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,10032011,300.0,OXYCODONE HYDROCHLORIDE
90404,12132011,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,12162011,100.0,OXYCODONE HYDROCHLORIDE
90404,1042012,200.0,OXYCODONE HYDROCHLORIDE
90404,1102012,200.0,OXYCODONE HYDROCHLORIDE
90404,2162012,100.0,OXYCODONE HYDROCHLORIDE
90404,2222012,100.0,OXYCODONE HYDROCHLORIDE
90404,4202012,100.0,OXYCODONE HYDROCHLORIDE
90404,8022012,100.0,OXYCODONE HYDROCHLORIDE
90404,8032012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,9212012,100.0,OXYCODONE HYDROCHLORIDE
90404,10082012,200.0,OXYCODONE HYDROCHLORIDE
90404,10252012,200.0,OXYCODONE HYDROCHLORIDE
90404,12132012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90404,12172012,200.0,OXYCODONE HYDROCHLORIDE
90404,12202012,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,10132008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,12302010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90731,1072012,600.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,6152007,100.0,OXYCODONE HYDROCHLORIDE
90006,6222007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,8292008,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,12172009,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,1052010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,5262010,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,7022010,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,5232011,200.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,9072011,100.0,OXYCODONE HYDROCHLORIDE
90006,11232011,300.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,8072012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90006,10102012,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90057,3292007,500.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90265,12282006,300.0,OXYCODONE HYDROCHLORIDE
90265,12302006,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90265,1052007,200.0,OXYCODONE HYDROCHLORIDE
90265,1092007,300.0,OXYCODONE HYDROCHLORIDE
90265,1252007,200.0,OXYCODONE HYDROCHLORIDE
90265,4272007,500.0,OXYCODONE HYDROCHLORIDE
90265,5072007,100.0,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE
90265,7092007,300.0,OXYCODONE HYDROCHLORIDE
