ZipCode,City,Pills per Person per Day,AGI per Return,Death Rate
92562,MURRIETA,0.09870984099579701,68556.48789979327,1.34
95376,TRACY,0.12228182103669334,49601.39793182688,11.53
90027,LOS ANGELES,0.13383280395798208,59299.69987741472,1.2
95688,VACAVILLE,0.17464635746495452,68599.81672993848,8.84
94546,CASTRO VALLEY,0.14211440331007769,64629.282435370864,2.13
92111,SAN DIEGO,0.13225423510513948,48081.39479568051,4.66
95336,MANTECA,0.13883204532505156,48983.70313274239,11.07
91710,CHINO,0.07318414478769152,48744.4365377151,3.46
91710,CHINO,0.07318414478769152,48744.4365377151,3.46
92020,EL CAJON,0.10110574103667758,48362.011511663135,6.73
92373,REDLANDS,0.1734290921803909,80540.50833995234,2.37
92083,VISTA,0.15667305750831273,35244.881837930356,4.77
93446,PASO ROBLES,0.13238165134394736,59100.47552447552,2.63
93555,RIDGECREST,0.17743764935545756,57336.59207209959,2.15
93940,MONTEREY,0.18208107387901096,79134.82409498142,3.68
92120,SAN DIEGO,0.21741142373204256,70417.69168446638,12.56
92024,ENCINITAS,0.11561832355271424,103561.67704719308,11.45
92835,FULLERTON,0.23645398892014174,93204.6961821115,3.11
95608,CARMICHAEL,0.094744777769017,65310.78398321909,13.86
93711,FRESNO,0.15315270629153904,91268.25607573746,16.07
91403,SHERMAN OAKS,0.2382665668026963,127948.63889306663,10.81
95815,SACRAMENTO,0.22663351168934973,29677.092609082814,18.15
95678,ROSEVILLE,0.1350415162406851,54392.149631190725,4.37
95301,ATWATER,0.14849414095625477,42754.69283276451,2.65
94928,ROHNERT PARK,0.12721099444375691,49363.77751899296,6.81
92123,SAN DIEGO,0.20355869196288812,59756.75879776469,3.46
92399,YUCAIPA,0.10372117561463638,56869.59606470533,6.29
91730,RANCHO CUCAMONGA,0.08121731031977117,49431.07344632768,1.52
95628,FAIR OAKS,0.13511874009136055,70703.57432158769,1.28
94509,ANTIOCH,0.08685079377198174,44959.2031083346,5.97
90630,CYPRESS,0.11224810467508246,65850.89780536466,1.54
90630,CYPRESS,0.11224810467508246,65850.89780536466,1.54
92626,COSTA MESA,0.10870228515949806,63729.66094383573,3.33
95648,LINCOLN,0.11294528358542276,65380.9164979042,2.78
93722,FRESNO,0.06956864223581828,43057.35056542811,6.98
93637,MADERA,0.1394027886510027,41845.60603902578,12.58
95405,SANTA ROSA,0.24564712088069665,65832.18540580789,25.23
95822,SACRAMENTO,0.12313530967728786,43888.452557843346,3.32
92647,HUNTINGTON BEACH,0.0908261414228915,58462.896719689474,1.55
95403,SANTA ROSA,0.11475317351800379,61009.496284062756,14.17
92691,MISSION VIEJO,0.10853534460769383,70057.7927927928,13.72
92544,HEMET,0.1151071998804501,44158.89856494542,1.86
92376,RIALTO,0.06294116895783801,31727.88299390323,1.35
92507,RIVERSIDE,0.08819299098330573,37966.20975454256,4.68
92243,EL CENTRO,0.10578833434582838,40303.17371937639,1.96
93906,SALINAS,0.08539176017986234,41508.69274490137,3.83
95820,SACRAMENTO,0.14715062136477766,34055.73659198914,3.5
94954,PETALUMA,0.13562468723019308,63612.3595505618,10.03
92069,SAN MARCOS,0.10928357012257539,50555.33533319049,12.74
90731,SAN PEDRO,0.08470869918807455,46869.92069332025,1.85
92591,TEMECULA,0.1313689753516287,59433.8517725584,2.49
96150,SOUTH LAKE TAHOE,0.16875910421847182,43790.34525855335,4.23
95540,FORTUNA,0.36779573122719944,46384.360014754704,31.5
95242,LODI,0.19769875097710565,62492.97561859875,16.17
92683,WESTMINSTER,0.055909679737453734,43645.73260725736,3.94
92504,RIVERSIDE,0.09207207510124066,43741.844105566306,1.95
93422,ATASCADERO,0.15669748403645692,57379.54155621394,12.58
95476,SONOMA,0.13853675377221278,75468.25343613811,3.83
92804,ANAHEIM,0.05689601675584473,37961.36977547997,10.66
90045,LOS ANGELES,0.12369002512109478,83689.35174871908,3.0
94513,BRENTWOOD,0.08941827546024814,72118.98489638216,1.96
95382,TURLOCK,0.13452951476192496,55550.181895998285,3.47
94903,SAN RAFAEL,0.16717517642175175,92058.55599772598,9.73
93312,BAKERSFIELD,0.08553453531825578,72097.59746146871,4.23
91360,THOUSAND OAKS,0.11329686568157486,73860.30351029585,8.97
95062,SANTA CRUZ,0.13271257480255466,57280.46573359073,11.5
92128,RANCHO BERNARDO,0.10049642751033383,82240.87591240875,2.35
93010,CAMARILLO,0.11070623573292189,75277.72449649185,12.99
90250,HAWTHORNE,0.050867186949928186,38105.354565690664,2.26
96097,YREKA,0.46970419098056304,44947.44525547445,10.42
92840,GARDEN GROVE,0.08643589166220668,39109.133365643036,7.91
92660,NEWPORT BEACH,0.13417665906484616,217280.91566553104,9.45
92677,LAGUNA NIGUEL,0.07323985360599444,106740.82197327574,23.31
92374,REDLANDS,0.11507706606347834,53608.47232293933,2.59
91304,CANOGA PARK,0.09146237533281174,53001.078091309646,3.58
91304,CANOGA PARK,0.09146237533281174,53001.078091309646,3.58
94110,SAN FRANCISCO,0.06603430061274662,67369.42624891484,15.46
93420,ARROYO GRANDE,0.16107232411943403,69580.8859321759,12.7
95819,SACRAMENTO,0.2653623092273352,83299.17149018272,12.93
90660,PICO RIVERA,0.0721925296664333,37357.06080705525,3.24
94102,SAN FRANCISCO,0.14527859505555732,50277.88015036486,48.33
91351,CANYON COUNTRY,0.13993411857133303,51613.8885084235,2.96
92583,SAN JACINTO,0.14777630584606574,34519.24198250729,9.71
92220,BANNING,0.1411740866497458,44885.98460551636,3.33
94109,SAN FRANCISCO,0.07929516065255436,86398.67656552614,11.48
90048,LOS ANGELES,0.2068463060690239,92051.63127116035,4.93
92545,HEMET,0.11111454432274288,40907.75890775891,5.46
94609,OAKLAND,0.21234339956954004,47731.05957253297,3.95
92407,SAN BERNARDINO,0.07705246868458208,40220.29237226806,5.86
92056,OCEANSIDE,0.08417726954998143,53595.22451307962,2.92
90631,LA HABRA,0.06436992763847885,56319.36012006276,4.04
90631,LA HABRA,0.06436992763847885,56319.36012006276,4.04
94520,CONCORD,0.11691917778766094,38973.45405272234,3.09
90720,LOS ALAMITOS,0.199852250534222,90900.38167938932,6.27
92346,HIGHLAND,0.079129461195861,56835.04650024474,1.89
95843,ANTELOPE,0.09558936221455104,48514.70983703544,2.32
92646,HUNTINGTON BEACH,0.07789743986632773,75201.12223566949,8.61
93291,VISALIA,0.08048985258336169,55327.092511013216,4.75
94501,ALAMEDA,0.07062261288652241,66367.92831349472,1.49
93635,LOS BANOS,0.10937919515248805,40656.453844633324,3.0
93635,LOS BANOS,0.10937919515248805,40656.453844633324,3.0
95610,CITRUSHEIGHTS,0.09400660495710006,68763.28823078886,9.36
95008,CAMPBELL,0.09065914442581371,85749.39384235327,3.56
95337,MANTECA,0.12916917897207966,54068.21548296562,5.81
95503,EUREKA,0.167908043577888,49079.64319847085,4.65
95660,NORTH HIGHLANDS,0.13179300680337647,31399.07006573673,12.24
92503,RIVERSIDE,0.04743069038379471,43879.205901757334,1.13
95833,SACRAMENTO,0.10643592814987131,44087.536549707605,1.96
95747,ROSEVILLE,0.07601828596781733,75854.63443953119,2.13
92704,SANTA ANA,0.044610436315741124,33545.215689428675,1.25
94578,SAN LEANDRO,0.10155417883181855,42602.991280244845,2.13
95677,ROCKLIN,0.1673824303165192,63589.16800285053,2.82
90277,REDONDO BEACH,0.1106471111311219,99318.85631559898,4.42
90815,LONG BEACH,0.09768354450891206,73116.4209730547,3.25
92054,OCEANSIDE,0.09588125026506637,44891.36096014493,16.37
92234,CATHEDRAL CITY,0.0755774669840009,36928.07227712888,8.09
92110,SAN DIEGO,0.1523547578157223,57594.15476585852,14.85
93444,NIPOMO,0.1999014814793723,61400.947757743874,10.32
92101,SAN DIEGO,0.1036568455298964,76833.80095725367,29.84
92592,TEMECULA,0.0529800548610371,73608.21081042687,1.65
92037,LA JOLLA,0.08183804863993197,182201.97740112993,2.73
92586,SUN CITY,0.19320910200173522,38515.27717154081,12.41
95020,GILROY,0.06674442496638582,66604.98969426315,1.64
92027,ESCONDIDO,0.07102409597202154,46558.44213915221,1.77
95060,SANTA CRUZ,0.0823359240719523,77942.32513471696,13.93
90713,LAKEWOOD,0.13660857728014128,63051.43377332726,3.72
93662,SELMA,0.1259420441525646,34273.32349565502,8.25
93535,LANCASTER,0.05275929115302666,35039.37282229965,2.93
90650,NORWALK,0.03599678497697038,38738.404925013885,1.12
92126,SAN DIEGO,0.05178520365652921,55415.49253189817,2.81
92154,SAN DIEGO,0.047649949713715334,39873.62091791703,0.96
94589,VALLEJO,0.1267412152880307,42313.14452824381,2.29
90620,BUENA PARK,0.08347744127455896,49890.51487862177,2.23
95817,SACRAMENTO,0.2773127445641722,37994.73493100944,7.09
92882,CORONA,0.05506156688835143,53534.17563448048,3.07
91324,NORTHRIDGE,0.13429103437554615,59982.84677552367,4.27
90732,SAN PEDRO,0.17548389608114728,75177.88027674722,10.01
90503,TORRANCE,0.08311957034024196,73223.7236499435,5.53
92870,PLACENTIA,0.07049951703463213,60869.85740748719,3.94
90033,LOS ANGELES,0.07484277364452206,26250.479787036464,4.64
95811,SACRAMENTO,0.4810049870588978,47422.5768321513,9.81
93561,TEHACHAPI,0.10494187081436239,58306.30045467199,5.66
95437,FORT BRAGG,0.2453331259887053,39484.89769405651,19.94
92584,MENIFEE,0.08355722492266902,54557.66172635328,2.28
92801,ANAHEIM,0.05791615205947343,35029.4204394632,13.1
95124,SAN JOSE,0.0755778464037968,95953.60776626528,5.26
94564,PINOLE,0.19394120083808317,58848.618903754854,7.17
95010,CAPITOLA,0.38672805587997616,58583.28519160408,13.4
92505,RIVERSIDE,0.07384134048417612,39360.76952505875,1.67
93304,BAKERSFIELD,0.07205674540382863,29495.417128845816,2.15
91405,VAN NUYS,0.06851184585324828,32405.893168182698,1.89
92780,TUSTIN,0.0602914336646902,48919.67516282062,13.06
94066,SAN BRUNO,0.08377713164739933,63786.13973716555,2.18
94523,PLEASANT HILL,0.10140226407518026,75905.23269833614,3.66
95023,HOLLISTER,0.06941114205362493,56807.92557565789,6.13
92211,PALM DESERT,0.13950905065910632,66155.00996557347,12.17
93033,OXNARD,0.040945869149667566,30606.869315461943,4.16
93703,FRESNO,0.10610721280074828,26209.276334171558,11.56
91911,CHULA VISTA,0.04067782958929857,38559.70372790894,4.86
92065,RAMONA,0.0947732921969564,65188.394683026585,3.45
92253,LA QUINTA,0.08987818946622325,76544.09237748299,4.45
92117,SAN DIEGO,0.06522674312479919,55269.22326688253,9.66
90036,LOS ANGELES,0.09076211055145672,87823.33140482828,1.25
95128,SAN JOSE,0.09600051592039097,68048.6507031547,3.55
93063,SIMI VALLEY,0.06135280964785102,66259.24892361664,14.36
93063,SIMI VALLEY,0.06135280964785102,66259.24892361664,14.36
94118,SAN FRANCISCO,0.08669114037994671,137530.37791423293,2.98
93955,SAND CITY,0.09932625850697703,41149.46696642251,2.24
92630,LAKE FOREST,0.05584352517402783,65120.11736010463,7.48
92806,ANAHEIM,0.08879474681321581,46898.80810488677,5.68
90035,LOS ANGELES,0.11490305681234256,79453.32272760142,2.17
91950,NATIONAL CITY,0.05412414562396418,31800.565770862802,3.93
92026,ESCONDIDO,0.06637627803386212,54949.2702613919,17.62
93401,SAN LUIS OBISPO,0.11504054174898565,65730.5595638929,4.18
94801,POINT RICHMOND,0.10968783713566048,57351.76107480029,11.02
92104,SAN DIEGO,0.07250583087771288,44241.81285307735,8.52
92028,FALLBROOK,0.06923290456049229,60521.4358974359,5.27
92040,LAKESIDE,0.07736684726430582,54161.49506346967,16.29
92115,SAN DIEGO,0.05444035855977244,43669.336818584256,13.56
91761,ONTARIO,0.05586440635538646,42770.378922195196,1.47
93292,VISALIA,0.08132491219006814,47375.46468401487,2.26
92649,HUNTINGTON BEACH,0.09737534702310197,96268.07318672149,3.09
92225,BLYTHE,0.12898463341654318,40392.64376400299,3.71
91401,VAN NUYS,0.07936453140991107,49009.404566313526,2.59
94510,BENICIA,0.11506970685093333,79054.3405239979,4.29
90640,MONTEBELLO,0.049772266214520695,40030.812013348164,1.94
93060,SANTA PAULA,0.0944988796356718,41622.55280331205,2.87
95490,WILLITS,0.23355627344382573,40112.98578199052,16.41
92868,ORANGE,0.12180111858126107,44722.276549970666,4.15
94941,MILL VALLEY,0.10111633773663557,196339.95707263035,10.11
92627,COSTA MESA,0.04998006783616875,48673.419601187954,12.06
91342,SYLMAR,0.03350515425426659,41663.8093468857,1.06
94945,NOVATO,0.1782952478911834,88483.11218335344,12.52
92064,POWAY,0.06384487010550782,95965.04609049647,4.49
95519,MCKINLEYVILLE,0.17511646035947118,48148.48190766671,16.4
95765,ROCKLIN,0.08972776119691851,79124.31615318169,3.6
95521,ARCATA,0.15084023554672107,38924.77246871445,13.76
91702,AZUSA,0.050961060832196654,38256.87645687646,1.07
94544,HAYWARD,0.04163651227241639,43891.1037631869,1.65
95035,MILPITAS,0.04533482686865682,73390.92259894637,5.39
92563,MURRIETA,0.056166112031267,56931.06717226435,4.06
92008,CARLSBAD,0.10911440231433474,73677.8180741618,3.03
94103,SAN FRANCISCO,0.1102948961636777,69755.79586121051,43.36
90501,TORRANCE,0.06939146103916705,53254.73340013712,2.03
91367,WOODLAND HILLS,0.0757293317985855,87172.82742998353,5.85
94619,OAKLAND,0.1283846034899493,68945.1745208002,3.46
91344,GRANADA HILLS,0.05774989007370158,65938.7564282375,4.52
95965,OROVILLE,0.1464148620459775,35486.06994665086,6.61
92308,APPLE VALLEY,0.07441282128784385,44545.63656448495,4.49
93705,FRESNO,0.08061750019314609,30192.85714285714,13.61
95949,GRASS VALLEY,0.1496641785089512,58503.09008794866,9.06
91701,ALTA LOMA,0.07567635580448523,62411.98707061853,3.4
93215,DELANO,0.052929445372716,29969.00377444813,1.98
93215,DELANO,0.052929445372716,29969.00377444813,1.98
92604,IRVINE,0.1096686220105506,75276.08111409724,5.01
91941,LA MESA,0.09250875157929311,68083.3501785594,2.05
90804,LONG BEACH,0.07262506613817296,35880.97184908305,4.57
92509,RIVERSIDE,0.038894520037862694,37390.553401480436,1.72
94901,SAN RAFAEL,0.07104236001066415,96575.01095050373,9.84
94566,PLEASANTON,0.07070723316084397,141694.67670734873,1.68
91350,SAUGUS,0.08623055170793344,71980.75742067554,4.64
92869,ORANGE,0.07686322589772003,77492.01974968423,2.48
95472,SEBASTOPOL,0.10086031566724765,66486.35493137568,10.83
94559,NAPA,0.1046193570754755,55071.49696776253,3.28
93618,DINUBA,0.10044757324564761,30593.24361439165,3.92
95123,SAN JOSE,0.045537356658369006,69435.38913362702,1.38
92653,LAGUNA HILLS,0.09670266662862921,98433.3659628024,3.7
91320,NEWBURY PARK,0.06370107444240443,90283.37039782555,8.34
92692,MISSION VIEJO,0.059178360678184015,89036.00343751414,14.74
95831,SACRAMENTO,0.06737494252317223,66499.95162070634,1.77
92673,SAN CLEMENTE,0.0945499465543568,122852.8956585485,30.5
90025,LOS ANGELES,0.0651678681041664,123061.79599499374,2.84
92821,BREA,0.07620313588487491,65982.90497524169,2.03
91740,GLENDORA,0.10646530393497959,55487.062273589785,4.18
95252,VALLEY SPRINGS,0.19959697938081378,55698.682451785375,24.0
92240,DESERT HOT SPRINGS,0.07720264204211455,28691.803037004276,8.37
93023,OJAI,0.1300242116251729,71223.51086589348,7.57
92833,FULLERTON,0.05155608997216453,56456.190520838216,5.96
91977,SPRING VALLEY,0.045711855623648164,43955.59630102041,5.11
93245,LEMOORE,0.07094419928262706,48482.72871802284,3.4
95367,RIVERBANK,0.11359464752614196,44499.209444503,5.15
92555,MORENO VALLEY,0.0672802000176684,50465.39509536785,4.56
93036,OXNARD,0.06290737168397766,45996.41348990571,7.77
94541,HAYWARD,0.04237496263353303,44106.34629081231,3.53
90805,LONG BEACH,0.027790390628616022,32609.053061440958,1.25
94070,SAN CARLOS,0.08910450242776587,137536.37284701114,2.95
95662,ORANGEVALE,0.0820580848309744,57126.97981102576,3.56
92223,BEAUMONT,0.058752845045732784,54304.416403785486,4.97
95118,SAN JOSE,0.08012746263892964,77191.12769485904,3.13
95842,SACRAMENTO,0.07973855195754398,35521.085498419554,6.68
94601,OAKLAND,0.050375027713755446,32204.747469557624,1.37
92009,CARLSBAD,0.06196136466555568,112884.64439655172,3.77
92131,SAN DIEGO,0.0767995668179545,116729.81953221708,2.79
92886,YORBA LINDA,0.05400785838433595,102287.4640787676,6.18
95003,APTOS,0.10488874362751427,90780.01116694584,1.86
91754,MONTEREY PARK,0.07651351412412359,49420.232755485515,7.8
93305,BAKERSFIELD,0.06643440334033669,29567.85893364533,2.13
94804,RICHMOND,0.0643454418011608,43004.25708035239,4.85
91945,LEMON GROVE,0.09666627210020554,41682.915881138346,6.49
95762,EL DORADO HILLS,0.06263017794413564,128657.42016655683,9.85
92557,MORENO VALLEY,0.04826480388527125,43885.4048172511,3.88
92675,SAN JUAN CAPISTRANO,0.069830631747801,97628.17431967266,21.74
92675,SAN JUAN CAPISTRANO,0.069830631747801,97628.17431967266,21.74
95363,PATTERSON,0.09534815429183396,43288.68101028999,4.1
96067,MOUNT SHASTA,0.332713246470189,47633.44887348353,19.67
92078,SAN MARCOS,0.054710871615490764,70514.88145283336,10.07
93933,MARINA,0.10451701415594405,45856.98070374574,9.62
95126,SAN JOSE,0.07514679624826334,75659.84804208066,7.61
93657,SANGER,0.06651070656813286,42407.930957518045,5.66
95037,MORGAN HILL,0.05063254617077619,91567.22948625553,1.72
91331,ARLETA,0.022218575912664018,30318.994867625388,2.92
92058,OCEANSIDE,0.054239292820647246,38713.152893374405,3.87
92019,EL CAJON,0.053988643109490635,65351.24953573513,1.6
91711,CLAREMONT,0.06430548654979062,87330.61783107404,2.69
95841,SACRAMENTO,0.11740475479395704,38884.22643263978,3.69
95492,WINDSOR,0.07988146930435233,63304.07253967013,7.2
92865,ORANGE,0.11487828074683397,57823.98155265181,9.89
90028,HOLLYWOOD,0.07850688080178539,35480.544198505566,1.53
90603,WHITTIER,0.1122354992731799,68884.04833167055,3.69
93550,PALMDALE,0.029942500818583146,32985.79820060971,4.72
94561,OAKLEY,0.061376915848056435,57295.915021965775,4.85
94561,OAKLEY,0.061376915848056435,57295.915021965775,4.85
91723,COVINA,0.12170230309390402,45567.18089076885,5.11
95377,TRACY,0.07068567623853755,68916.32635328874,6.01
95377,TRACY,0.07068567623853755,68916.32635328874,6.01
94112,SAN FRANCISCO,0.0273741437170147,46223.59011970558,4.48
90813,LONG BEACH,0.03677848846983713,24813.069833916514,2.02
95616,DAVIS,0.045658216964491675,75231.5313518186,4.06
95616,DAVIS,0.045658216964491675,75231.5313518186,4.06
93405,SAN LUIS OBISPO,0.060442499768081887,67808.42221914392,3.44
96019,SHASTA LAKE,0.21231925607280572,36939.09733550843,10.96
93212,CORCORAN,0.08154989554919273,35225.386996904024,3.58
94612,OAKLAND,0.1468340065708489,49003.536067892506,6.94
94952,PETALUMA,0.0639947570158682,72162.3966381998,10.63
92109,PACIFIC BEACH,0.04589566159683418,58643.05350810789,2.18
94117,SAN FRANCISCO,0.053519399776941305,95778.95584485304,7.32
90016,LOS ANGELES,0.04392909729953133,33807.47207359429,3.72
92057,OCEANSIDE,0.03849675665382293,51987.4239854383,3.9
94025,MENLO PARK,0.051188514865139846,218910.0037387171,3.66
92119,SAN DIEGO,0.08974067246092324,63339.6458004559,11.29
91762,ONTARIO,0.03690196173643999,36339.6619202265,1.5
95050,SANTA CLARA,0.056910156769864315,69561.86746987952,5.66
93240,LAKE ISABELLA,0.33641265992291125,38965.533088235294,8.22
93610,CHOWCHILLA,0.08537373930126813,41316.863245138666,8.8
92371,PHELAN,0.12101668792734162,42071.61725858527,4.22
92084,VISTA,0.04251766874347106,47898.25240739797,8.02
92108,SAN DIEGO,0.10682723222003815,56269.74691524813,7.53
96101,ALTURAS,0.3667889313072336,41674.49506810709,14.45
95341,MERCED,0.06102407928891947,26453.229398663698,4.17
91411,VAN NUYS,0.08138525923272541,44697.31425210743,3.91
91722,COVINA,0.0578950155203899,44405.77164366374,2.49
92845,GARDEN GROVE,0.12129909276873697,65974.47677386421,9.22
90717,LOMITA,0.09230992652681443,52117.4584084987,13.46
91750,LA VERNE,0.0591740940195132,70288.54359039674,5.78
95404,SANTA ROSA,0.049318651545725435,73888.95252276502,13.41
95988,WILLOWS,0.21986479233977924,46827.80141843972,17.18
94960,SAN ANSELMO,0.12269586256113905,127063.71350496188,14.24
92629,DANA POINT,0.07490314798307403,100254.67374699934,27.42
92637,LAGUNA WOODS,0.12032585150178463,46599.10239014716,5.02
90266,MANHATTAN BEACH,0.05444206397632615,231222.92806305512,5.36
91361,THOUSAND OAKS,0.09333942816697878,151159.42606616183,15.91
91361,THOUSAND OAKS,0.09333942816697878,151159.42606616183,15.91
91901,ALPINE,0.10883495917488639,78013.76961800414,7.02
95122,SAN JOSE,0.03328467931348168,33957.0009111815,4.31
92656,ALISO VIEJO,0.03824813049421315,83752.41439859525,4.51
94010,BURLINGAME,0.04598828233630965,234707.86857114016,1.92
93041,PORT HUENEME,0.07872438930972601,40961.96120689655,15.08
90278,REDONDO BEACH,0.04630000926437765,84595.75553514948,10.6
91301,AGOURA HILLS,0.07268744249241114,105624.88735971165,5.9
91301,AGOURA HILLS,0.07268744249241114,105624.88735971165,5.9
94519,CONCORD,0.09986125432327521,55418.81621372639,12.22
92570,PERRIS,0.03425359086155932,33894.64496874824,4.33
