Zip Code,Counts
95304,918.0
94547,916.0
92301,915.0
95565,915.0
90042,913.0
95330,911.0
91902,909.0
94574,908.0
90012,905.0
94503,903.0
93307,903.0
95864,901.0
93930,898.0
95354,895.0
92570,889.0
94949,889.0
91752,888.0
95650,884.0
90023,883.0
90047,882.0
95953,880.0
90061,880.0
90606,878.0
94706,872.0
95829,872.0
94022,872.0
95338,871.0
95116,870.0
94121,869.0
94116,868.0
91306,854.0
90017,850.0
92236,849.0
90502,844.0
92124,843.0
95202,838.0
94563,836.0
92106,833.0
91202,832.0
94133,831.0
92701,830.0
94507,830.0
95030,827.0
94560,823.0
94947,820.0
91214,819.0
90039,818.0
92612,813.0
95573,806.0
95665,804.0
95386,803.0
91792,802.0
92883,801.0
92011,798.0
94127,798.0
93109,796.0
92113,795.0
91932,794.0
91406,791.0
94549,790.0
90015,789.0
90401,788.0
94506,787.0
96019,786.0
93728,786.0
93221,784.0
95120,782.0
93110,778.0
90509,776.0
92122,773.0
94931,773.0
92551,768.0
95602,763.0
93960,762.0
92841,759.0
90232,757.0
94595,755.0
92102,752.0
91737,750.0
92866,749.0
91780,748.0
94704,745.0
92081,744.0
92808,742.0
94610,742.0
91201,741.0
94555,740.0
94043,734.0
91732,734.0
92252,734.0
93111,732.0
91011,731.0
92549,727.0
91791,727.0
95326,726.0
93015,722.0
94605,720.0
92116,719.0
91724,719.0
94705,718.0
93927,714.0
91001,714.0
94134,710.0
95315,708.0
93458,703.0
93638,701.0
91103,695.0
93630,688.0
94502,686.0
94556,681.0
93001,679.0
91602,679.0
92620,678.0
90071,676.0
92320,675.0
91768,671.0
90044,671.0
91343,670.0
91208,668.0
95223,667.0
92029,663.0
91354,661.0
95357,661.0
94904,660.0
95692,657.0
95321,657.0
90004,651.0
90275,651.0
90504,650.0
95073,646.0
90621,641.0
90260,640.0
95237,639.0
91352,637.0
91784,635.0
90254,631.0
94585,628.0
90248,628.0
95959,623.0
95946,620.0
96101,620.0
95219,619.0
93650,618.0
94131,615.0
93263,610.0
91731,608.0
95006,607.0
96020,607.0
92582,606.0
92352,605.0
95247,603.0
94710,602.0
94086,600.0
90067,596.0
95136,595.0
93427,592.0
91789,590.0
96094,589.0
96122,589.0
94107,588.0
91739,583.0
95135,582.0
94105,581.0
92707,581.0
93280,578.0
92805,576.0
90037,574.0
92277,574.0
94505,572.0
96055,567.0
93546,566.0
94702,566.0
93240,564.0
93433,561.0
93463,558.0
92317,558.0
92363,554.0
93428,553.0
93651,551.0
93460,550.0
93442,547.0
94939,545.0
92606,542.0
90013,542.0
92377,539.0
95818,535.0
92539,530.0
95722,530.0
90059,529.0
90746,529.0
93225,524.0
94707,523.0
92107,521.0
94709,519.0
90095,516.0
90755,512.0
93286,511.0
94108,507.0
95468,505.0
96143,499.0
95987,484.0
93701,478.0
93620,475.0
94580,468.0
95838,468.0
94111,466.0
90011,459.0
92394,456.0
94606,452.0
96118,449.0
92596,443.0
92313,441.0
95460,438.0
90221,438.0
95947,436.0
94024,435.0
95365,432.0
92325,429.0
96022,428.0
95324,428.0
93430,427.0
91733,426.0
95133,426.0
90043,424.0
92625,419.0
91775,417.0
93626,417.0
92679,415.0
95322,413.0
90249,412.0
94703,410.0
93241,408.0
96028,408.0
94104,406.0
95070,404.0
93926,403.0
93704,401.0
90010,401.0
90029,398.0
95546,396.0
92210,396.0
91108,394.0
93721,391.0
94965,390.0
91020,386.0
90814,377.0
96041,375.0
92703,374.0
95461,372.0
90001,372.0
95458,371.0
95379,370.0
95536,365.0
95454,362.0
95451,362.0
90031,355.0
92590,352.0
94925,350.0
92082,347.0
93625,345.0
91203,343.0
94065,342.0
91040,341.0
95111,340.0
92861,339.0
91776,338.0
96027,337.0
91390,335.0
92093,334.0
93501,330.0
93702,328.0
93247,327.0
94956,320.0
96145,319.0
93314,317.0
90005,315.0
94143,313.0
93271,312.0
92004,308.0
96039,301.0
95973,298.0
90304,296.0
95054,294.0
92139,291.0
94599,285.0
92173,279.0
90715,277.0
95814,276.0
90704,275.0
95358,271.0
91746,269.0
90062,268.0
92067,265.0
93223,264.0
95669,264.0
95436,264.0
95694,262.0
91024,261.0
90002,257.0
92251,257.0
91605,256.0
93545,255.0
92614,251.0
92657,250.0
94515,246.0
93648,245.0
93203,244.0
94618,242.0
90716,242.0
95130,239.0
90402,236.0
95110,227.0
95334,223.0
91210,221.0
90077,221.0
93204,215.0
93609,214.0
91003,214.0
93921,213.0
92603,212.0
90604,211.0
90293,201.0
94582,191.0
95445,189.0
95236,186.0
92114,183.0
90065,180.0
93434,176.0
92250,174.0
93622,171.0
95827,166.0
91914,158.0
93465,158.0
90270,152.0
95685,151.0
90222,149.0
92410,147.0
90063,140.0
94518,139.0
95467,139.0
93250,138.0
93730,136.0
91913,136.0
95113,130.0
93640,129.0
92661,127.0
91906,118.0
93510,113.0
94805,109.0
93656,93.0
95134,88.0
95131,88.0
93636,82.0
93615,82.0
90032,74.0
92254,73.0
90003,67.0
93660,65.0
90040,65.0
90089,65.0
92182,63.0
90014,61.0
95936,56.0
90302,56.0
93407,47.0
93646,42.0
90094,37.0
95415,36.0
95389,35.0
95192,33.0
92401,30.0
94542,30.0
94303,25.0
93740,25.0
90058,22.0
96146,21.0
93106,17.0
95929,16.0
95832,15.0
93035,14.0
90021,14.0
93235,14.0
95065,13.0
90702,11.0
91962,10.0
92521,10.0
94305,10.0
92179,10.0
91008,9.0
94027,9.0
95215,8.0
93022,8.0
95671,7.0
96062,7.0
95713,7.0
91330,7.0
93924,6.0
96052,6.0
95709,6.0
95465,6.0
91377,5.0
91935,5.0
95614,5.0
94125,5.0
95567,5.0
94942,5.0
94130,4.0
91207,4.0
95139,4.0
91501,4.0
95757,4.0
92405,4.0
92662,4.0
92378,4.0
94128,4.0
92091,4.0
94552,3.0
92003,3.0
95646,3.0
92515,3.0
93619,3.0
94028,3.0
93908,3.0
93920,3.0
93265,3.0
95402,2.0
95693,2.0
95258,2.0
93725,2.0
95683,2.0
95327,2.0
95631,2.0
95619,2.0
92834,2.0
95033,2.0
92587,2.0
95673,2.0
90018,1.0
95001,1.0
94720,1.0
90290,1.0
93451,1.0
93529,1.0
96088,1.0
95634,1.0
94085,1.0
94920,1.0
93602,1.0
90742,1.0
95912,1.0
95053,1.0
92261,1.0
95427,1.0
94938,1.0
95736,1.0
94951,1.0
96056,1.0
95558,1.0
94930,1.0
95690,1.0
95012,0.0
96064,0.0
90748,0.0
90822,0.0
95962,0.0
94038,0.0
96103,0.0
95310,0.0
95319,0.0
94940,0.0
95117,0.0
95046,0.0
90056,0.0
94963,0.0
94005,0.0
94037,0.0
94964,0.0
94060,0.0
90073,0.0
94923,0.0
93944,0.0
94592,0.0
94567,0.0
94924,0.0
96009,0.0
96120,0.0
94970,0.0
96137,0.0
95221,0.0
94514,0.0
90305,0.0
95231,0.0
95005,0.0
96129,0.0
90068,0.0
96032,0.0
93024,0.0
93922,0.0
95562,0.0
93380,0.0
95696,0.0
92350,0.0
95497,0.0
92375,0.0
93243,0.0
95686,0.0
95502,0.0
93234,0.0
93222,0.0
93219,0.0
92585,0.0
95663,0.0
92314,0.0
92609,0.0
95570,0.0
95655,0.0
92623,0.0
92624,0.0
93067,0.0
93066,0.0
92669,0.0
92715,0.0
92803,0.0
92822,0.0
95604,0.0
92316,0.0
95735,0.0
95934,0.0
92036,0.0
93667,0.0
93647,0.0
93643,0.0
95368,0.0
93614,0.0
95381,0.0
91978,0.0
93009,0.0
93604,0.0
92007,0.0
92023,0.0
93601,0.0
92055,0.0
92282,0.0
93539,0.0
92096,0.0
93516,0.0
93456,0.0
95426,0.0
93424,0.0
92186,0.0
92247,0.0
95449,0.0
95450,0.0
93409,0.0
92276,0.0
96162,0.0
