Zip Code,Returns,AIG,,
92075,630,54588,,
92075,1124,157202,,
92075,881,455750,,
92078,"17,841","1,258,056",,
92078,5882,75002,,
92078,3773,136443,,
92078,2361,145656,,
92078,1711,148140,,
92078,3223,443831,,
92078,891,308984,,
92081,"12,644","731,257",,
92081,4374,56624,,
92081,3020,109062,,
92081,1983,122609,,
92081,1244,107669,,
92081,1722,231158,,
92081,301,104135,,
92082,"8,273","538,037",,
92082,2963,37874,,
92082,1764,63152,,
92082,1105,68972,,
92082,767,66448,,
92082,1325,180649,,
92082,349,120942,,
92083,"15,191","535,405",,
92083,7567,105269,,
92083,4414,156042,,
92083,1643,99728,,
92083,826,70803,,
92083,686,88811,,
92083,55,14752,,
92084,"19,627","940,099",,
92084,8654,115812,,
92084,5130,182030,,
92084,2251,137698,,
92084,1368,118348,,
92084,1813,245564,,
92084,411,140647,,
92086,563,"26,137",,
92086,247,3259,,
92086,153,5575,,
92086,73,4424,,
92086,49,4261,,
92086,41,8618,,
92086,**,**,,
92091,521,"159,082",,
92091,128,1397,,
92091,61,2193,,
92091,61,3804,,
92091,34,2946,,
92091,94,13055,,
92091,143,135687,,
92101,"18,177","1,396,608",,
92101,5741,73220,,
92101,4349,158520,,
92101,2793,172214,,
92101,1852,159865,,
92101,2419,329293,,
92101,1023,503496,,
92102,"18,186","589,553",,
92102,9557,132307,,
92102,5528,193971,,
92102,1856,111810,,
92102,634,54133,,
92102,525,68127,,
92102,86,29205,,
92103,"18,951","1,441,733",,
92103,5585,72556,,
92103,5112,188829,,
92103,3179,195390,,
92103,1777,153162,,
92103,2212,302860,,
92103,1086,528936,,
92104,"23,543","1,041,585",,
92104,9329,127238,,
92104,7472,269872,,
92104,3269,198947,,
92104,1565,134652,,
92104,1642,218110,,
92104,266,92766,,
92105,"26,270","750,311",,
92105,15194,202558,,
92105,7329,256896,,
92105,2372,143511,,
92105,838,71565,,
92105,506,62948,,
92105,31,12833,,
92106,"9,091","885,389",,
92106,2577,31201,,
92106,1931,70316,,
92106,1220,75350,,
92106,785,67846,,
92106,1620,226496,,
92106,958,414180,,
92107,"14,874","957,401",,
92107,5186,68287,,
92107,4036,146052,,
92107,2144,131803,,
92107,1262,108905,,
92107,1625,222015,,
92107,621,280339,,
92108,"11,103","624,763",,
92108,3286,42881,,
92108,3273,120419,,
92108,2045,125658,,
92108,1140,98352,,
92108,1144,149925,,
92108,215,87528,,
92109,"25,099","1,471,882",,
92109,8404,112601,,
92109,7237,266228,,
92109,4160,254675,,
92109,2101,180329,,
92109,2352,317856,,
92109,845,340193,,
92110,"12,044","693,664",,
92110,4193,54042,,
92110,3252,118762,,
92110,1820,111544,,
92110,1071,92364,,
92110,1367,184758,,
92110,341,132194,,
92111,"21,021","1,010,719",,
92111,8311,108809,,
92111,5615,203927,,
92111,3076,188319,,
92111,1766,152188,,
92111,1984,259866,,
92111,269,97610,,
92113,"18,240","471,171",,
92113,11223,155838,,
92113,5285,182368,,
92113,1263,75354,,
92113,303,25980,,
92113,166,31631,,
92113,**,**,,
92114,"28,153","1,089,093",,
92114,12389,163791,,
92114,8152,292118,,
92114,3892,237814,,
92114,2055,176820,,
92114,1598,201742,,
92114,67,16808,,
92115,"23,719","1,035,793",,
92115,10948,139765,,
92115,6326,226142,,
92115,2881,176024,,
92115,1598,138175,,
92115,1687,221550,,
92115,279,134137,,
92116,"18,000","913,981",,
92116,6237,84432,,
92116,5687,206252,,
92116,2802,170752,,
92116,1368,117219,,
92116,1514,202781,,
92116,392,132545,,
92117,"25,633","1,416,716",,
92117,9066,118271,,
92117,6548,238630,,
92117,3887,239640,,
92117,2529,219016,,
92117,3038,403329,,
92117,565,197830,,
92118,"7,846","815,246",,
92118,2036,24191,,
92118,1542,57081,,
92118,1062,66098,,
92118,876,75967,,
92118,1501,207732,,
92118,829,384177,,
92119,"11,406","722,452",,
92119,3324,41150,,
92119,2559,94631,,
92119,1908,118274,,
92119,1396,121010,,
92119,1931,258172,,
92119,288,89215,,
92120,"13,577","956,061",,
92120,4051,48492,,
92120,2978,109093,,
92120,2079,128711,,
92120,1532,133161,,
92120,2323,315222,,
92120,614,221382,,
92121,"2,314","296,516",,
92121,557,6762,,
92121,402,14668,,
92121,280,17485,,
92121,258,22371,,
92121,522,73147,,
92121,295,162083,,
92122,"18,717","1,423,055",,
92122,5180,62231,,
92122,3978,147076,,
92122,2898,179235,,
92122,2330,201996,,
92122,3248,442851,,
92122,1083,389666,,
92123,"13,242","791,299",,
92123,4166,54983,,
92123,3718,135273,,
92123,2165,132972,,
92123,1368,118174,,
92123,1571,209346,,
92123,254,140551,,
92124,"12,763","884,542",,
92124,3223,42378,,
92124,3352,122880,,
92124,2076,128320,,
92124,1432,124224,,
92124,2159,294218,,
92124,521,172522,,
92126,"33,074","1,832,812",,
92126,10575,135712,,
92126,8278,302021,,
92126,5462,337581,,
92126,3798,329191,,
92126,4491,587866,,
92126,470,140441,,
92127,"15,891","1,887,938",,
92127,3507,39175,,
92127,2282,83977,,
92127,1842,115075,,
92127,1760,153327,,
92127,4287,610815,,
92127,2213,885569,,
92128,"22,331","1,836,521",,
92128,5225,62973,,
92128,4092,152003,,
92128,3635,226224,,
92128,2856,248682,,
92128,5109,703968,,
92128,1414,442671,,
92129,"22,802","1,910,732",,
92129,6328,71772,,
92129,3825,139991,,
92129,2787,173891,,
92129,2404,209821,,
92129,5755,807736,,
92129,1703,507521,,
92130,"20,425","3,295,764",,
92130,4362,43501,,
92130,2558,94542,,
92130,2043,127342,,
92130,1836,160735,,
92130,5129,736509,,
92130,4497,2133135,,
92131,"15,349","1,791,686",,
92131,3185,33935,,
92131,2011,74265,,
92131,1799,112015,,
92131,1736,151684,,
92131,4456,634256,,
92131,2162,785531,,
92139,"15,624","665,089",,
92139,5919,80478,,
92139,4862,175815,,
92139,2465,151566,,
92139,1259,108001,,
92139,1077,135353,,
92139,42,13876,,
92154,"36,256","1,445,658",,
92154,16255,220868,,
92154,10548,376451,,
92154,4819,294785,,
92154,2399,206607,,
92154,2065,263872,,
92154,170,83075,,
92173,"19,660","531,524",,
92173,11755,160395,,
92173,5518,191491,,
92173,1576,94630,,
92173,520,44340,,
92173,291,40668,,
92173,**,**,,
92201,"22,431","805,827",,
92201,11907,167602,,
92201,5865,204241,,
92201,2199,134437,,
92201,1231,106049,,
92201,1080,141703,,
92201,149,51795,,
92203,"9,841","594,928",,
92203,3325,44164,,
92203,2260,81635,,
92203,1558,96540,,
92203,1089,94287,,
92203,1363,180190,,
92203,246,98112,,
92210,"1,858","377,652",,
92210,521,5747,,
92210,293,10728,,
92210,195,12180,,
92210,178,15469,,
92210,368,51257,,
92210,303,282271,,
92211,"11,038","730,219",,
92211,3605,45313,,
92211,2416,87716,,
92211,1661,102556,,
92211,1273,110753,,
92211,1629,219725,,
92211,454,164156,,
92220,"12,472","559,818",,
92220,5802,76849,,
92220,3212,115314,,
92220,1551,95337,,
92220,815,69878,,
92220,632,82059,,
92220,460,120381,,
92223,"17,752","964,012",,
92223,6062,78744,,
92223,3931,143991,,
92223,3054,189577,,
92223,2186,188738,,
92223,2291,297322,,
92223,228,65640,,
92225,"5,356","216,343",,
92225,2529,32468,,
92225,1320,47063,,
92225,655,40708,,
92225,442,38113,,
92225,378,48597,,
92225,32,9394,,
92227,"9,610","429,486",,
92227,4528,58798,,
92227,2367,83366,,
92227,1177,71828,,
92227,675,58679,,
92227,698,90884,,
92227,165,65931,,
92230,910,"26,429",,
92230,528,7068,,
92230,247,8783,,
92230,91,5397,,
92230,44,5181,,
92230,**,**,,
92230,**,**,,
92231,"23,982","610,219",,
92231,16123,203324,,
92231,5146,176620,,
92231,1526,92437,,
92231,656,56357,,
92231,472,60759,,
92231,59,20722,,
92233,"1,350","51,700",,
92233,668,8494,,
92233,357,12767,,
92233,164,10085,,
92233,82,6983,,
92233,79,13371,,
92233,**,**,,
92234,"20,034","739,817",,
92234,10379,143910,,
92234,5272,185735,,
92234,2127,129960,,
92234,1036,88985,,
92234,1067,138842,,
92234,153,52385,,
92236,"18,606","491,535",,
92236,10393,155363,,
92236,6652,216714,,
92236,1094,65480,,
92236,313,26730,,
92236,154,27248,,
92236,**,**,,
92240,"13,566","389,233",,
92240,8216,108614,,
92240,3400,119114,,
92240,1111,67363,,
92240,449,38192,,
92240,350,44701,,
92240,40,11249,,
92241,"2,425","79,354",,
92241,1384,18072,,
92241,587,20491,,
92241,229,13786,,
92241,124,10635,,
92241,101,16370,,
92241,**,**,,
92242,444,"15,142",,
92242,235,3053,,
92242,120,4128,,
92242,49,3036,,
92242,40,4925,,
92242,**,**,,
92242,**,**,,
92243,"17,960","723,845",,
92243,9240,120574,,
92243,4271,150742,,
92243,1888,116160,,
92243,1132,97569,,
92243,1223,160858,,
92243,206,77942,,
92249,"2,968","98,575",,
92249,1527,20365,,
92249,781,27354,,
92249,385,23422,,
92249,186,16080,,
92249,89,11354,,
92249,**,**,,
92250,"3,235","143,634",,
92250,1488,20022,,
92250,912,32450,,
92250,355,21765,,
92250,216,18677,,
92250,213,27646,,
92250,51,23074,,
92251,"6,625","361,044",,
92251,2174,28306,,
92251,1499,54944,,
92251,1102,68167,,
92251,889,76905,,
92251,909,117440,,
92251,52,15282,,
92252,"3,490","126,991",,
92252,1757,22177,,
92252,882,31654,,
92252,432,26326,,
92252,213,18137,,
92252,206,28697,,
92252,**,**,,
92253,"14,549","1,113,640",,
92253,5019,65264,,
92253,3145,113738,,
92253,1985,123176,,
92253,1371,118737,,
92253,2210,301861,,
92253,819,390864,,
92254,"8,769","196,462",,
92254,5149,80919,,
92254,3433,102625,,
92254,151,8863,,
92254,36,4055,,
92254,**,**,,
92254,**,**,,
92256,"1,448","58,394",,
92256,691,8868,,
92256,362,12701,,
92256,219,13431,,
92256,95,8100,,
92256,81,15294,,
92256,**,**,,
92257,581,"16,173",,
92257,345,4352,,
92257,145,5123,,
92257,91,6698,,
92257,**,**,,
92257,**,**,,
92257,**,**,,
92260,"13,096","743,495",,
92260,5580,72405,,
92260,3175,113127,,
92260,1631,100297,,
92260,1013,87429,,
92260,1204,162958,,
92260,493,207279,,
92262,"11,685","558,155",,
92262,5493,71838,,
92262,2884,102032,,
92262,1391,85455,,
92262,735,63479,,
92262,893,119095,,
92262,289,116256,,
92264,"8,901","485,910",,
92264,3933,50057,,
92264,2152,77564,,
92264,1133,69845,,
92264,587,50616,,
92264,788,107304,,
92264,308,130524,,
92270,"7,723","810,171",,
92270,2487,29381,,
92270,1396,50702,,
92270,1021,63067,,
92270,698,60614,,
92270,1259,175681,,
92270,862,430726,,
92274,"9,945","255,251",,
92274,5083,81706,,
92274,4394,132979,,
92274,279,16795,,
92274,98,8328,,
92274,91,15443,,
92274,**,**,,
92276,"2,979","100,345",,
92276,1528,20517,,
92276,847,29758,,
92276,346,21104,,
92276,135,11533,,
92276,123,17433,,
92276,**,**,,
92277,"8,703","332,926",,
92277,3954,55999,,
92277,2604,93010,,
92277,1089,66845,,
92277,558,47985,,
92277,466,59366,,
92277,32,9721,,
92281,933,"30,155",,
92281,544,7232,,
92281,227,7927,,
92281,95,5643,,
92281,32,2757,,
92281,35,6596,,
92281,**,**,,
92282,305,"10,316",,
92282,157,2082,,
92282,85,3102,,
92282,63,5132,,
92282,**,**,,
92282,**,**,,
92282,**,**,,
92283,"1,144","34,431",,
92283,609,8677,,
92283,365,12517,,
92283,108,6466,,
92283,38,3184,,
92283,24,3587,,
92283,**,**,,
92284,"8,766","356,435",,
92284,4053,52113,,
92284,2217,79435,,
92284,1182,72968,,
92284,653,56066,,
92284,594,77616,,
92284,67,18237,,
92285,685,"19,430",,
92285,408,4818,,
92285,154,5408,,
92285,77,4749,,
92285,46,4455,,
92285,**,**,,
92285,**,**,,
92301,"10,629","314,133",,
92301,6022,80017,,
92301,2829,100464,,
92301,1132,68294,,
92301,431,36713,,
92301,215,28645,,
92301,**,**,,
92305,263,"13,868",,
92305,96,1140,,
92305,63,2289,,
92305,41,2493,,
92305,29,2521,,
92305,34,5425,,
92305,**,**,,
92307,"15,179","734,985",,
92307,6509,80771,,
92307,3324,120955,,
92307,2149,132458,,
92307,1390,120646,,
92307,1584,207542,,
92307,223,72613,,
92308,"14,484","645,199",,
92308,6610,83297,,
92308,3380,121985,,
92308,1960,120694,,
92308,1100,94859,,
92308,1262,164089,,
92308,172,60275,,
92309,323,"8,010",,
92309,200,2676,,
92309,86,2825,,
92309,37,2509,,
92309,**,**,,
92309,**,**,,
92309,0,0,,
92310,"2,890","106,910",,
92310,990,15151,,
92310,1300,44958,,
92310,369,22355,,
92310,139,11953,,
92310,92,12493,,
92310,**,**,,
92311,"11,313","459,146",,
92311,5077,65505,,
92311,2801,101384,,
92311,1766,107211,,
92311,904,77880,,
92311,713,91444,,
92311,52,15722,,
92313,"5,390","281,269",,
92313,1828,23594,,
92313,1341,49131,,
92313,965,59585,,
92313,580,50232,,
92313,601,79196,,
92313,75,19531,,
92314,"3,338","142,162",,
92314,1585,19895,,
92314,765,27351,,
92314,442,27362,,
92314,230,19779,,
92314,272,35421,,
92314,44,12354,,
92315,"3,487","170,048",,
92315,1593,19810,,
92315,774,27517,,
92315,426,26106,,
92315,264,22690,,
92315,339,45717,,
92315,91,28208,,
92316,"11,919","382,468",,
92316,6214,84849,,
92316,3451,121713,,
92316,1384,84160,,
92316,513,43561,,
92316,337,41254,,
92316,20,6931,,
92320,"3,384","159,817",,
92320,1357,17465,,
92320,816,29279,,
92320,537,33134,,
92320,328,28571,,
92320,309,39854,,
92320,37,11514,,
92324,"22,721","811,581",,
92324,11257,153391,,
92324,6651,236904,,
92324,2593,157251,,
92324,1175,100528,,
92324,919,117193,,
92324,126,46314,,
92327,222,"8,985",,
92327,89,1153,,
92327,65,2322,,
92327,68,5510,,
92327,**,**,,
92327,**,**,,
92327,**,**,,
92328,223,"7,520",,
92328,106,1604,,
92328,75,2647,,
92328,42,3269,,
92328,**,**,,
92328,**,**,,
92328,0,0,,
92335,"35,859","1,051,696",,
92335,19799,275758,,
92335,10732,377230,,
92335,3525,212279,,
92335,1176,99867,,
92335,589,72170,,
92335,38,14392,,
92336,"35,466","1,788,988",,
92336,13266,172934,,
92336,8228,300071,,
92336,5508,341060,,
92336,3869,335109,,
92336,4305,557591,,
92336,290,82223,,
92337,"14,958","657,980",,
92337,5837,78175,,
92337,4302,156315,,
92337,2540,156115,,
92337,1344,115662,,
92337,890,111371,,
92337,45,40342,,
92339,442,"25,962",,
92339,149,1732,,
92339,89,3344,,
92339,72,4399,,
92339,52,4492,,
92339,80,11995,,
92339,**,**,,
92342,"2,610","143,061",,
92342,895,11246,,
92342,561,20637,,
92342,463,28742,,
92342,316,27447,,
92342,337,43847,,
92342,38,11142,,
92344,"7,564","392,156",,
92344,2723,34898,,
92344,1897,69763,,
92344,1259,78200,,
92344,778,66994,,
92344,818,106036,,
92344,89,36265,,
92345,"27,825","1,020,245",,
92345,13742,179890,,
92345,7036,252776,,
92345,3724,228509,,
92345,1864,160141,,
92345,1380,174442,,
92345,79,24487,,
92346,"22,473","1,277,254",,
92346,9372,120463,,
92346,4918,176926,,
92346,2936,181920,,
92346,2053,178348,,
92346,2712,363232,,
92346,482,256365,,
92347,482,"18,119",,
92347,234,2992,,
92347,113,4167,,
92347,78,4780,,
92347,34,2897,,
92347,23,3283,,
92347,**,**,,
92354,"8,941","520,279",,
92354,3303,41584,,
92354,2124,77577,,
92354,1360,83741,,
92354,755,65666,,
92354,1100,150143,,
92354,299,101568,,
92356,"1,947","63,416",,
92356,1047,12737,,
92356,475,17011,,
92356,248,14988,,
92356,99,8356,,
92356,78,10324,,
92356,**,**,,
92358,327,"14,130",,
92358,140,1780,,
92358,85,3114,,
92358,43,2665,,
92358,31,2656,,
92358,28,3915,,
92358,0,0,,
92359,"3,491","158,429",,
92359,1403,17789,,
92359,904,32768,,
92359,519,32009,,
92359,329,28220,,
92359,311,40306,,
92359,25,7337,,
92363,"1,898","73,278",,
92363,1006,12553,,
92363,406,14380,,
92363,196,11930,,
92363,129,11197,,
92363,161,23218,,
92363,**,**,,
92365,737,"28,553",,
92365,360,4350,,
92365,170,6169,,
92365,95,5845,,
92365,63,5423,,
92365,49,6766,,
92365,**,**,,
92368,309,"10,134",,
92368,185,2204,,
92368,58,2126,,
92368,66,5804,,
92368,**,**,,
92368,**,**,,
92368,**,**,,
92371,"3,407","143,338",,
92371,1541,19255,,
92371,815,29590,,
92371,502,31058,,
92371,269,23261,,
92371,258,33673,,
92371,22,6501,,
92372,"1,881","91,642",,
92372,757,9211,,
92372,387,14131,,
92372,318,19534,,
92372,190,16295,,
92372,229,32471,,
92372,**,**,,
92373,"15,108","1,216,806",,
92373,4583,56782,,
92373,3093,114286,,
92373,2240,138385,,
92373,1567,135451,,
92373,2547,347325,,
92373,1078,424577,,
92374,"16,548","887,113",,
92374,6732,84335,,
92374,3629,131081,,
92374,2373,146573,,
92374,1536,133230,,
92374,1916,255568,,
92374,362,136326,,
92376,"30,836","978,361",,
92376,15951,219415,,
92376,9190,327037,,
92376,3615,219704,,
92376,1336,114336,,
92376,708,86611,,
92376,36,11258,,
92377,"9,420","429,796",,
92377,3710,48345,,
92377,2333,84615,,
92377,1590,98093,,
92377,959,82619,,
92377,772,97688,,
92377,56,18436,,
92392,"20,081","828,178",,
92392,8916,116950,,
92392,4961,180722,,
92392,3035,186050,,
92392,1667,143190,,
92392,1427,180625,,
92392,75,20641,,
92394,"10,733","397,866",,
92394,5162,67713,,
92394,2738,99037,,
92394,1539,93796,,
92394,740,63377,,
92394,521,65191,,
92394,33,8752,,
92395,"15,228","820,131",,
92395,7820,100503,,
92395,3619,129878,,
92395,1872,114317,,
92395,960,82695,,
92395,829,108819,,
92395,128,283919,,
92397,"2,293","143,365",,
92397,729,8589,,
92397,469,17233,,
92397,377,23610,,
92397,294,25381,,
92397,370,49862,,
92397,54,18690,,
92399,"21,142","1,202,337",,
92399,8078,101585,,
92399,4530,164333,,
92399,3019,186849,,
92399,2073,180040,,
92399,2904,388474,,
92399,538,181056,,
92401,714,"15,844",,
92401,549,7466,,
92401,116,3987,,
92401,49,4391,,
92401,**,**,,
92401,**,**,,
92401,**,**,,
92404,"21,586","713,513",,
92404,12028,160716,,
92404,5538,196281,,
92404,2156,131043,,
92404,1006,86163,,
92404,757,98408,,
92404,101,40902,,
92405,"10,918","333,224",,
92405,6128,81177,,
92405,2967,106130,,
92405,1083,65538,,
92405,439,37602,,
92405,301,42777,,
92405,**,**,,
92407,"20,727","833,646",,
92407,9475,125583,,
92407,5440,195206,,
92407,2748,167892,,
92407,1567,134587,,
92407,1388,178682,,
92407,109,31696,,
92408,"5,008","156,355",,
92408,2933,38174,,
92408,1272,44577,,
92408,440,26645,,
92408,195,16881,,
92408,146,18671,,
92408,22,11407,,
92410,"16,594","395,442",,
92410,11046,147760,,
92410,4066,141039,,
92410,1058,63662,,
92410,305,25841,,
92410,119,17140,,
92410,**,**,,
92411,"9,268","225,172",,
92411,5958,81667,,
92411,2496,86129,,
92411,608,36341,,
92411,140,11819,,
92411,66,9216,,
92411,**,**,,
92501,"8,016","321,875",,
92501,3847,51885,,
92501,2199,78565,,
92501,1070,65064,,
92501,454,38871,,
92501,375,48915,,
92501,71,38575,,
92503,"33,346","1,463,196",,
92503,14736,199367,,
92503,8771,313688,,
92503,4397,269115,,
92503,2433,210175,,
92503,2621,349352,,
92503,388,121499,,
92504,"21,181","926,496",,
92504,9406,124808,,
92504,5745,206599,,
92504,2823,172580,,
92504,1436,123615,,
92504,1490,195863,,
92504,281,103031,,
92505,"18,297","720,184",,
92505,8359,113045,,
92505,5101,182374,,
92505,2424,148200,,
92505,1229,105472,,
92505,1098,141418,,
92505,86,29675,,
92506,"19,563","1,471,874",,
92506,6377,78124,,
92506,4116,149371,,
92506,2708,168012,,
92506,2018,174695,,
92506,3236,445927,,
92506,1108,455745,,
92507,"18,822","714,600",,
92507,9593,128855,,
92507,4868,173095,,
92507,2082,126752,,
92507,1056,90557,,
92507,1061,139060,,
92507,162,56281,,
92508,"13,298","873,499",,
92508,4194,51239,,
92508,2471,90757,,
92508,1909,118742,,
92508,1685,146453,,
92508,2686,361767,,
92508,353,104541,,
92509,"28,370","1,060,770",,
92509,13696,186859,,
92509,7822,277396,,
92509,3399,207335,,
92509,1776,152868,,
92509,1562,199808,,
92509,115,36504,,
92518,590,"42,863",,
92518,119,1528,,
92518,105,4048,,
92518,114,7261,,
92518,107,9304,,
92518,145,20722,,
92518,**,**,,
92530,"18,051","721,228",,
92530,8272,109496,,
92530,4689,168102,,
92530,2464,151024,,
92530,1330,114067,,
92530,1208,153529,,
92530,88,25010,,
92532,"6,889","386,613",,
92532,2189,27880,,
92532,1525,56048,,
92532,1236,76652,,
92532,869,75107,,
92532,993,127498,,
92532,77,23428,,
92536,"1,394","67,516",,
92536,576,7260,,
92536,356,12856,,
92536,202,12606,,
92536,136,11779,,
92536,124,23015,,
92536,**,**,,
92539,"1,531","56,576",,
92539,755,9340,,
92539,393,14027,,
92539,201,12338,,
92539,107,9073,,
92539,75,11798,,
92539,**,**,,
92543,"11,163","334,384",,
92543,6518,85264,,
92543,2932,102625,,
92543,1014,61250,,
92543,371,31837,,
92543,275,35247,,
92543,53,18161,,
92544,"16,306","720,055",,
92544,7548,97609,,
92544,3921,140577,,
92544,2145,131550,,
92544,1245,107098,,
92544,1252,166318,,
92544,195,76903,,
92545,"15,015","614,230",,
92545,6588,86045,,
92545,4004,144413,,
92545,2225,136239,,
92545,1182,101253,,
92545,944,119187,,
92545,72,27093,,
92548,"2,208","69,900",,
92548,1229,16334,,
92548,592,20892,,
92548,235,14453,,
92548,87,7472,,
92548,65,10749,,
92548,**,**,,
92551,"11,758","427,671",,
92551,5425,73106,,
92551,3400,122016,,
92551,1683,102259,,
92551,744,64012,,
92551,486,59934,,
92551,20,6344,,
92553,"26,525","836,418",,
92553,13892,189585,,
92553,7806,276719,,
92553,2972,179154,,
92553,1139,97609,,
92553,690,85988,,
92553,26,7363,,
92555,"14,680","740,832",,
92555,5207,68618,,
92555,3656,133769,,
92555,2453,152034,,
92555,1604,138768,,
92555,1633,211887,,
92555,127,35756,,
92557,"20,219","887,319",,
92557,8444,110986,,
92557,5333,193218,,
92557,2949,182007,,
92557,1664,143257,,
92557,1707,221939,,
92557,122,35912,,
92561,523,"35,168",,
92561,181,2252,,
92561,104,3767,,
92561,74,4593,,
92561,53,4551,,
92561,87,12327,,
92561,24,7678,,
92562,"24,669","1,691,220",,
92562,8525,105694,,
92562,4954,180738,,
92562,3455,213281,,
92562,2706,234530,,
92562,4104,552735,,
92562,925,404242,,
92563,"22,152","1,261,137",,
92563,7130,90610,,
92563,5020,184123,,
92563,3579,222545,,
92563,2820,243844,,
92563,3276,428132,,
92563,327,91883,,
92567,"3,449","151,585",,
92567,1443,19143,,
92567,929,33022,,
92567,481,29615,,
92567,294,25332,,
92567,265,34405,,
92567,37,10068,,
92570,"17,759","601,935",,
92570,9905,135072,,
92570,4501,157855,,
92570,1699,103559,,
92570,786,67585,,
92570,760,98690,,
92570,108,39174,,
92571,"18,511","654,385",,
92571,8503,117896,,
92571,5642,203446,,
92571,2677,163563,,
92571,1099,93878,,
92571,590,75602,,
92571,**,**,,
92582,"5,392","230,837",,
92582,2139,29130,,
92582,1447,52687,,
92582,953,58243,,
92582,499,43107,,
92582,332,41243,,
92582,22,6427,,
92583,"10,290","355,203",,
92583,5352,70949,,
92583,2707,95815,,
92583,1172,71703,,
92583,594,51187,,
92583,425,53617,,
92583,40,11932,,
92584,"15,721","857,701",,
92584,5098,64758,,
92584,3632,133272,,
92584,2765,171285,,
92584,1968,170303,,
92584,2095,270332,,
92584,163,47751,,
92585,"7,312","340,501",,
92585,2828,37429,,
92585,1813,66792,,
92585,1232,75871,,
92585,733,63096,,
92585,669,85326,,
92585,37,11987,,
92586,"9,164","352,954",,
92586,4186,54082,,
92586,2507,90368,,
92586,1262,77089,,
92586,710,60953,,
92586,462,58197,,
92586,37,12265,,
92587,"6,708","403,690",,
92587,2419,30352,,
92587,1363,48989,,
92587,970,60303,,
92587,753,65414,,
92587,1008,136229,,
92587,195,62403,,
92590,"1,710","142,162",,
92590,750,10016,,
92590,384,13523,,
92590,176,10881,,
92590,93,7934,,
92590,186,25639,,
92590,121,74169,,
92591,"15,881","943,869",,
92591,5483,70279,,
92591,3680,133055,,
92591,2284,141294,,
92591,1688,146581,,
92591,2333,311843,,
92591,413,140817,,
92592,"28,158","2,072,660",,
92592,8236,100942,,
92592,5319,195329,,
92592,4232,263404,,
92592,3625,315023,,
92592,5462,732675,,
92592,1284,465287,,
92595,"12,437","608,502",,
92595,4866,62692,,
92595,2977,108190,,
92595,1914,117988,,
92595,1213,104915,,
92595,1345,175000,,
92595,122,39717,,
92596,"8,558","501,165",,
92596,2557,33379,,
92596,1912,69871,,
92596,1525,94659,,
92596,1125,97600,,
92596,1308,170426,,
92596,131,35230,,
92602,"9,263","887,692",,
92602,2149,25199,,
92602,1565,58371,,
92602,1331,83047,,
92602,1140,99076,,
92602,2146,298938,,
92602,932,323061,,
92603,"8,543","1,875,994",,
92603,1990,19954,,
92603,1182,43461,,
92603,981,61049,,
92603,788,68623,,
92603,1851,262498,,
92603,1751,1420409,,
92604,"12,279","924,315",,
92604,3872,44043,,
92604,2318,85312,,
92604,1664,103666,,
92604,1359,117865,,
92604,2353,320759,,
92604,713,252670,,
92606,"8,879","735,635",,
92606,2595,30499,,
92606,1694,61963,,
92606,1213,74858,,
92606,941,81800,,
92606,1770,247927,,
92606,666,238588,,
92610,"4,702","456,435",,
92610,1040,11652,,
92610,671,24671,,
92610,653,40419,,
92610,545,47596,,
92610,1340,188671,,
92610,453,143426,,
92612,"10,771","989,318",,
92612,3412,38593,,
92612,2069,75123,,
92612,1550,96301,,
92612,1159,100758,,
92612,1851,253884,,
92612,730,424659,,
92614,"11,333","1,186,431",,
92614,3306,37134,,
92614,2142,78379,,
92614,1724,107225,,
92614,1249,108705,,
92614,2103,288778,,
92614,809,566210,,
92617,"3,237","283,459",,
92617,1444,18113,,
92617,620,21589,,
92617,269,16570,,
92617,216,18898,,
92617,448,64271,,
92617,240,144018,,
92618,"8,896","961,594",,
92618,1950,22315,,
92618,1568,59264,,
92618,1463,91276,,
92618,1159,100279,,
92618,1937,268076,,
92618,819,420384,,
92620,"17,367","1,786,515",,
92620,4821,53804,,
92620,2835,104029,,
92620,2241,138966,,
92620,1812,157904,,
92620,3788,535721,,
92620,1870,796091,,
92624,"3,602","274,673",,
92624,1309,16081,,
92624,760,27550,,
92624,477,29300,,
92624,306,26452,,
92624,516,70949,,
92624,234,104341,,
92625,"6,798","1,605,589",,
92625,1574,17281,,
92625,1001,37193,,
92625,798,49223,,
92625,586,50728,,
92625,1246,174762,,
92625,1593,1276402,,
92626,"23,182","1,477,381",,
92626,8096,102534,,
92626,5639,206278,,
92626,3410,209815,,
92626,2195,189640,,
92626,3079,418799,,
92626,763,350315,,
92627,"28,284","1,376,679",,
92627,12313,162394,,
92627,7533,269017,,
92627,3548,216446,,
92627,1923,165609,,
92627,2330,313531,,
92627,637,249682,,
92629,"13,747","1,378,201",,
92629,4241,51207,,
92629,2859,104245,,
92629,1803,111349,,
92629,1326,115687,,
92629,2306,320149,,
92629,1212,675564,,
92630,"28,289","1,842,183",,
92630,9514,120532,,
92630,6261,227080,,
92630,4030,248983,,
92630,2856,247524,,
92630,4552,619158,,
92630,1076,378906,,
92637,"9,581","446,466",,
92637,4018,49773,,
92637,2307,84556,,
92637,1530,93607,,
92637,818,70426,,
92637,777,100744,,
92637,131,47360,,
92646,"27,267","2,050,509",,
92646,8153,96530,,
92646,5228,192003,,
92646,3861,239137,,
92646,3095,268862,,
92646,5416,751538,,
