Zip Code,Returns,AIG,,
93614,1117,40520,,
93614,805,49931,,
93614,530,45732,,
93614,592,77055,,
93614,85,30115,,
93615,"2,285","51,955",,
93615,1626,23602,,
93615,518,17473,,
93615,98,5816,,
93615,43,5064,,
93615,**,**,,
93615,**,**,,
93616,"1,061","31,501",,
93616,637,9001,,
93616,299,10213,,
93616,68,4167,,
93616,29,2462,,
93616,28,5658,,
93616,**,**,,
93618,"10,923","334,170",,
93618,6342,87670,,
93618,2819,97592,,
93618,983,59423,,
93618,432,37065,,
93618,302,37969,,
93618,45,14451,,
93619,"12,410","1,189,857",,
93619,3154,35609,,
93619,1803,67216,,
93619,1756,109863,,
93619,1554,135516,,
93619,3159,430092,,
93619,984,411561,,
93620,"3,361","122,580",,
93620,1620,21125,,
93620,1028,36117,,
93620,389,23699,,
93620,168,14321,,
93620,134,17359,,
93620,22,9959,,
93621,191,"8,434",,
93621,82,877,,
93621,49,1790,,
93621,60,5767,,
93621,**,**,,
93621,**,**,,
93621,**,**,,
93622,"3,727","146,159",,
93622,1970,28516,,
93622,1223,42433,,
93622,309,18294,,
93622,108,9253,,
93622,76,10380,,
93622,41,37283,,
93625,"3,050","134,181",,
93625,1340,18137,,
93625,819,28940,,
93625,398,24175,,
93625,225,19549,,
93625,235,30896,,
93625,33,12484,,
93626,653,"111,004",,
93626,214,2444,,
93626,124,4538,,
93626,78,4915,,
93626,61,5317,,
93626,80,10844,,
93626,96,82946,,
93628,108,"3,748",,
93628,50,686,,
93628,58,3062,,
93628,**,**,,
93628,**,**,,
93628,**,**,,
93628,0,0,,
93630,"6,941","264,416",,
93630,3347,46794,,
93630,2022,70858,,
93630,811,49599,,
93630,364,31143,,
93630,336,42944,,
93630,61,23078,,
93631,"6,682","379,401",,
93631,2601,33317,,
93631,1649,58915,,
93631,945,58154,,
93631,597,51323,,
93631,738,96719,,
93631,152,80973,,
93635,"15,177","617,043",,
93635,6821,89411,,
93635,4151,147984,,
93635,2111,129266,,
93635,1048,90079,,
93635,921,118062,,
93635,125,42241,,
93636,"4,800","307,944",,
93636,1529,19086,,
93636,1020,37353,,
93636,754,46511,,
93636,614,53143,,
93636,752,98826,,
93636,131,53025,,
93637,"14,042","587,596",,
93637,6386,88165,,
93637,3918,138785,,
93637,1810,110330,,
93637,953,82142,,
93637,814,104556,,
93637,161,63618,,
93638,"20,023","541,020",,
93638,13299,193181,,
93638,4435,152871,,
93638,1332,80706,,
93638,514,43881,,
93638,403,52092,,
93638,40,18289,,
93640,"5,564","131,604",,
93640,3857,58355,,
93640,1436,47919,,
93640,203,11901,,
93640,68,13429,,
93640,**,**,,
93640,**,**,,
93641,158,"6,884",,
93641,64,881,,
93641,38,1385,,
93641,56,4618,,
93641,**,**,,
93641,**,**,,
93641,**,**,,
93643,"1,261","59,755",,
93643,506,6174,,
93643,330,11872,,
93643,189,11777,,
93643,127,10971,,
93643,109,18961,,
93643,**,**,,
93644,"3,937","194,352",,
93644,1705,21440,,
93644,967,35292,,
93644,532,33051,,
93644,332,28749,,
93644,330,43456,,
93644,71,32364,,
93645,152,"10,514",,
93645,53,528,,
93645,33,1184,,
93645,66,8802,,
93645,**,**,,
93645,**,**,,
93645,**,**,,
93646,"3,454","95,916",,
93646,2288,32483,,
93646,887,30241,,
93646,181,10689,,
93646,49,4225,,
93646,49,18278,,
93646,**,**,,
93647,"4,190","102,975",,
93647,2825,39797,,
93647,998,34249,,
93647,246,14848,,
93647,65,5546,,
93647,56,8535,,
93647,**,**,,
93648,"5,963","142,019",,
93648,4007,58140,,
93648,1512,50869,,
93648,303,17911,,
93648,97,8191,,
93648,44,6908,,
93648,**,**,,
93650,"1,643","51,140",,
93650,980,12725,,
93650,458,16005,,
93650,121,7304,,
93650,48,4134,,
93650,36,10972,,
93650,**,**,,
93651,824,"58,888",,
93651,279,3359,,
93651,167,6205,,
93651,126,7847,,
93651,101,8793,,
93651,129,17460,,
93651,22,15224,,
93652,333,"8,934",,
93652,195,2643,,
93652,138,6291,,
93652,**,**,,
93652,**,**,,
93652,**,**,,
93652,0,0,,
93653,412,"21,338",,
93653,154,1879,,
93653,107,3836,,
93653,50,3075,,
93653,51,4395,,
93653,50,8153,,
93653,**,**,,
93654,"12,407","454,210",,
93654,6651,93458,,
93654,3097,108221,,
93654,1244,76059,,
93654,665,57256,,
93654,638,82911,,
93654,112,36305,,
93656,"2,233","84,605",,
93656,1017,14632,,
93656,775,26765,,
93656,251,14939,,
93656,107,9088,,
93656,61,7885,,
93656,22,11296,,
93657,"13,441","570,005",,
93657,6439,88416,,
93657,3523,125168,,
93657,1621,99202,,
93657,844,72997,,
93657,872,113544,,
93657,142,70678,,
93660,"1,700","49,990",,
93660,956,14299,,
93660,630,21308,,
93660,114,14383,,
93660,**,**,,
93660,**,**,,
93660,**,**,,
93662,"12,198","418,066",,
93662,6691,93738,,
93662,3218,112383,,
93662,1187,72472,,
93662,570,48899,,
93662,463,58886,,
93662,69,31688,,
93664,380,"27,494",,
93664,114,1549,,
93664,76,2730,,
93664,56,3431,,
93664,38,3331,,
93664,69,9327,,
93664,27,7126,,
93667,939,"49,633",,
93667,313,3902,,
93667,228,8364,,
93667,149,9303,,
93667,128,11052,,
93667,121,17012,,
93667,**,**,,
93668,428,"18,201",,
93668,185,2756,,
93668,150,5300,,
93668,44,2683,,
93668,49,7462,,
93668,**,**,,
93668,**,**,,
93669,110,"4,844",,
93669,65,1277,,
93669,**,**,,
93669,45,3567,,
93669,**,**,,
93669,**,**,,
93669,**,**,,
93675,"1,341","60,733",,
93675,519,6520,,
93675,340,12427,,
93675,226,13942,,
93675,135,11520,,
93675,121,16324,,
93675,**,**,,
93701,"3,301","63,901",,
93701,2585,33626,,
93701,584,19335,,
93701,89,5285,,
93701,43,5655,,
93701,**,**,,
93701,**,**,,
93702,"15,060","339,680",,
93702,10481,141825,,
93702,3582,121682,,
93702,722,43006,,
93702,175,14958,,
93702,100,18209,,
93702,**,**,,
93703,"10,737","281,409",,
93703,6627,88042,,
93703,2874,100220,,
93703,816,49096,,
93703,270,23039,,
93703,150,21012,,
93703,**,**,,
93704,"11,655","596,901",,
93704,4914,63793,,
93704,2990,107746,,
93704,1599,98569,,
93704,882,75947,,
93704,1023,135081,,
93704,247,115765,,
93705,"13,160","397,338",,
93705,7346,97010,,
93705,3586,126415,,
93705,1377,84024,,
93705,527,45277,,
93705,324,44612,,
93705,**,**,,
93706,"12,815","353,560",,
93706,8359,111784,,
93706,3077,105111,,
93706,747,44908,,
93706,319,27340,,
93706,248,32166,,
93706,65,32251,,
93710,"11,496","467,798",,
93710,5248,66523,,
93710,2903,104407,,
93710,1608,98457,,
93710,903,77808,,
93710,757,96907,,
93710,77,23696,,
93711,"17,323","1,581,040",,
93711,5419,67592,,
93711,3729,136061,,
93711,2417,149914,,
93711,1780,153959,,
93711,2716,373071,,
93711,1262,700443,,
93720,"19,913","1,443,051",,
93720,5949,72155,,
93720,3996,147597,,
93720,3134,194821,,
93720,2360,204475,,
93720,3549,478636,,
93720,925,345367,,
93721,"1,417","48,517",,
93721,907,11888,,
93721,308,10911,,
93721,94,5601,,
93721,40,3417,,
93721,46,5785,,
93721,22,10915,,
93722,"29,712","1,279,320",,
93722,12608,165653,,
93722,8122,291547,,
93722,4397,269611,,
93722,2348,201999,,
93722,2015,255873,,
93722,222,94637,,
93723,"3,371","196,497",,
93723,1174,15594,,
93723,844,30814,,
93723,483,29632,,
93723,378,32594,,
93723,413,54734,,
93723,79,33129,,
93725,"9,020","280,513",,
93725,5230,71290,,
93725,2454,85407,,
93725,782,47296,,
93725,297,25467,,
93725,211,27110,,
93725,46,23943,,
93726,"15,162","457,983",,
93726,8340,109410,,
93726,4247,149890,,
93726,1557,94217,,
93726,636,54567,,
93726,382,49899,,
93726,**,**,,
93727,"25,512","1,014,608",,
93727,12055,158482,,
93727,6798,242391,,
93727,3316,203342,,
93727,1734,149543,,
93727,1423,180803,,
93727,186,80047,,
93728,"5,925","177,557",,
93728,3264,42948,,
93728,1718,60922,,
93728,583,35235,,
93728,209,17999,,
93728,151,20453,,
93728,**,**,,
93730,"4,229","506,519",,
93730,999,10921,,
93730,571,21362,,
93730,572,36209,,
93730,489,42490,,
93730,1000,139007,,
93730,598,256530,,
93901,"11,587","635,124",,
93901,4714,62972,,
93901,2808,101612,,
93901,1611,98549,,
93901,922,79771,,
93901,1263,168492,,
93901,269,123728,,
93905,"30,220","794,358",,
93905,19715,299128,,
93905,7438,255355,,
93905,1918,115134,,
93905,659,56483,,
93905,455,58553,,
93905,35,9705,,
93906,"23,928","993,220",,
93906,10557,146290,,
93906,6530,234663,,
93906,3271,199168,,
93906,1742,150635,,
93906,1653,215789,,
93906,175,46675,,
93907,"8,958","529,490",,
93907,3110,41260,,
93907,2095,76460,,
93907,1367,84357,,
93907,912,79246,,
93907,1259,168938,,
93907,215,79229,,
93908,"5,858","745,578",,
93908,1602,18206,,
93908,847,30920,,
93908,614,38092,,
93908,566,49233,,
93908,1406,201332,,
93908,823,407795,,
93920,707,"28,031",,
93920,321,4365,,
93920,238,8615,,
93920,88,5372,,
93920,23,1991,,
93920,37,7688,,
93920,**,**,,
93923,"4,944","608,349",,
93923,1340,15082,,
93923,813,29960,,
93923,641,39735,,
93923,524,45631,,
93923,943,132210,,
93923,683,345731,,
93924,"2,989","278,410",,
93924,951,10820,,
93924,535,19562,,
93924,396,24498,,
93924,290,25423,,
93924,542,74942,,
93924,275,123165,,
93925,838,"35,898",,
93925,375,5490,,
93925,294,10164,,
93925,97,5827,,
93925,31,2673,,
93925,41,11744,,
93925,**,**,,
93926,"4,293","168,139",,
93926,1925,28286,,
93926,1350,47602,,
93926,553,33202,,
93926,246,21053,,
93926,188,24251,,
93926,31,13745,,
93927,"7,915","258,743",,
93927,4511,66661,,
93927,2144,74649,,
93927,752,45509,,
93927,281,24031,,
93927,202,25902,,
93927,25,21991,,
93930,"7,340","258,650",,
93930,4124,60919,,
93930,1880,65243,,
93930,611,37275,,
93930,342,29555,,
93930,322,42502,,
93930,61,23156,,
93933,"9,691","444,400",,
93933,3730,49135,,
93933,2650,96387,,
93933,1561,95661,,
93933,800,69225,,
93933,877,114461,,
93933,73,19531,,
93940,"13,729","1,086,442",,
93940,4169,52498,,
93940,3128,115266,,
93940,2361,145236,,
93940,1484,128121,,
93940,1891,256809,,
93940,696,388512,,
93950,"7,691","599,673",,
93950,2353,28987,,
93950,1779,65673,,
93950,1274,78356,,
93950,809,69968,,
93950,1134,153786,,
93950,342,202903,,
93953,"2,120","417,377",,
93953,422,4670,,
93953,314,11669,,
93953,257,16040,,
93953,235,20443,,
93953,496,70680,,
93953,396,293875,,
93955,"13,789","567,410",,
93955,5885,80922,,
93955,4137,147320,,
93955,1844,112510,,
93955,972,83632,,
93955,846,110566,,
93955,105,32460,,
93960,"6,932","1,238,311",,
93960,3280,48109,,
93960,1949,69865,,
93960,863,52367,,
93960,446,38460,,
93960,356,45441,,
93960,38,984069,,
94002,"13,009","1,439,188",,
94002,3052,35462,,
94002,2221,82686,,
94002,1799,111197,,
94002,1283,111441,,
94002,2815,400813,,
94002,1839,697589,,
94005,"2,569","252,404",,
94005,572,7136,,
94005,466,17292,,
94005,393,24342,,
94005,261,22651,,
94005,566,79394,,
94005,311,101589,,
94010,"19,813","4,650,267",,
94010,4950,53503,,
94010,3110,114964,,
94010,2389,147905,,
94010,1671,145003,,
94010,3393,481672,,
94010,4300,3707220,,
94014,"21,665","1,035,709",,
94014,7745,102029,,
94014,6465,235446,,
94014,3396,207494,,
94014,1840,158884,,
94014,1973,257847,,
94014,246,74009,,
94015,"29,381","1,623,561",,
94015,9342,119081,,
94015,7749,285792,,
94015,4953,303894,,
94015,3059,264849,,
94015,3781,504801,,
94015,497,145144,,
94019,"7,146","753,673",,
94019,2178,27458,,
94019,1384,50180,,
94019,912,56530,,
94019,620,53672,,
94019,1235,171833,,
94019,817,394000,,
94020,759,"72,707",,
94020,168,1924,,
94020,129,4711,,
94020,123,7607,,
94020,93,8066,,
94020,170,23468,,
94020,76,26931,,
94021,103,"7,251",,
94021,55,1102,,
94021,**,**,,
94021,48,6149,,
94021,**,**,,
94021,**,**,,
94021,**,**,,
94022,"9,201","3,582,033",,
94022,1982,18721,,
94022,955,35178,,
94022,798,49326,,
94022,631,55537,,
94022,1737,252012,,
94022,3098,3171259,,
94024,"10,349","2,794,268",,
94024,2229,20350,,
94024,950,34968,,
94024,792,49346,,
94024,765,66620,,
94024,2072,300621,,
94024,3541,2322363,,
94025,"18,723","4,098,652",,
94025,4456,50854,,
94025,3133,114988,,
94025,2173,133666,,
94025,1493,129756,,
94025,3458,493349,,
94025,4010,3176039,,
94027,"3,169","3,121,369",,
94027,703,6435,,
94027,282,10460,,
94027,228,14097,,
94027,164,14416,,
94027,471,67754,,
94027,1321,3008207,,
94028,"3,412","1,614,976",,
94028,779,7070,,
94028,330,12328,,
94028,255,15936,,
94028,223,19429,,
94028,575,84611,,
94028,1250,1475602,,
94030,"10,849","907,015",,
94030,3025,35297,,
94030,2183,81058,,
94030,1564,96465,,
94030,1094,94938,,
94030,2121,294729,,
94030,862,304528,,
94038,"1,387","120,277",,
94038,410,5151,,
94038,264,9621,,
94038,172,10633,,
94038,115,9983,,
94038,294,40389,,
94038,132,44500,,
94040,"15,376","1,685,677",,
94040,4056,50654,,
94040,2908,106424,,
94040,1762,108125,,
94040,1508,131399,,
94040,3033,430738,,
94040,2109,858337,,
94041,"7,026","821,234",,
94041,1804,23531,,
94041,1336,48795,,
94041,915,56342,,
94041,704,61188,,
94041,1428,202157,,
94041,839,429221,,
94043,"14,361","1,459,534",,
94043,3350,43307,,
94043,2820,103986,,
94043,2030,125114,,
94043,1567,136215,,
94043,3189,445377,,
94043,1405,605535,,
94044,"18,895","1,415,111",,
94044,5007,61015,,
94044,3878,143735,,
94044,2926,181334,,
94044,2196,190735,,
94044,3938,538559,,
94044,950,299733,,
94060,813,"45,325",,
94060,403,6252,,
94060,184,6628,,
94060,92,5679,,
94060,41,3530,,
94060,64,8835,,
94060,29,14401,,
94061,"16,790","1,340,074",,
94061,5197,66168,,
94061,3749,136392,,
94061,2300,141160,,
94061,1556,134757,,
94061,2746,381975,,
94061,1242,479622,,
94062,"12,581","3,328,418",,
94062,3084,34577,,
94062,1849,68128,,
94062,1418,87679,,
94062,1069,93090,,
94062,2458,350871,,
94062,2703,2694073,,
94063,"12,522","557,495",,
94063,5446,75686,,
94063,3647,129582,,
94063,1583,96053,,
94063,754,65235,,
94063,874,116242,,
94063,218,74697,,
94065,"5,722","1,081,525",,
94065,941,10046,,
94065,718,26935,,
94065,641,39815,,
94065,623,54512,,
94065,1644,237015,,
94065,1155,713202,,
94066,"21,154","1,349,332",,
94066,6530,83469,,
94066,5263,194187,,
94066,3399,209536,,
94066,2136,184973,,
94066,3147,429708,,
94066,679,247459,,
94070,"14,805","2,036,226",,
94070,3238,35992,,
94070,2134,79729,,
94070,1722,106269,,
94070,1411,122931,,
94070,3437,494819,,
94070,2863,1196486,,
94074,110,"7,916",,
94074,30,340,,
94074,27,1016,,
94074,53,6560,,
94074,**,**,,
94074,**,**,,
94074,**,**,,
94080,"31,377","1,923,437",,
94080,10021,128486,,
94080,7834,286911,,
94080,4960,304404,,
94080,3046,264023,,
94080,4501,607667,,
94080,1015,331946,,
94085,"10,241","723,220",,
94085,3000,41092,,
94085,2305,82644,,
94085,1422,87657,,
94085,1068,93307,,
94085,1940,265097,,
94085,506,153423,,
94086,"22,506","1,894,454",,
94086,5963,76840,,
94086,4346,158250,,
94086,3307,205037,,
94086,2571,223627,,
94086,4552,633105,,
94086,1767,597595,,
94087,"24,455","2,854,524",,
94087,5999,68852,,
94087,3635,133719,,
94087,2781,172589,,
94087,2234,195428,,
94087,5669,812335,,
94087,4137,1471601,,
94089,"9,991","704,000",,
94089,2877,37704,,
94089,2174,79785,,
94089,1459,89781,,
94089,1189,103168,,
94089,1815,247067,,
94089,477,146495,,
94102,"13,567","682,120",,
94102,5695,74668,,
94102,3922,141309,,
94102,1768,107818,,
94102,850,73242,,
94102,1015,135467,,
94102,317,149616,,
94103,"12,854","896,641",,
94103,4745,62090,,
94103,3384,122145,,
94103,1655,101145,,
94103,988,85351,,
94103,1534,210861,,
94103,548,315049,,
94104,"1,364","377,027",,
94104,333,4094,,
94104,256,9427,,
94104,169,10554,,
94104,81,7051,,
94104,217,31327,,
94104,308,314574,,
94105,"4,551","1,122,762",,
94105,608,7493,,
94105,575,21737,,
94105,586,36413,,
94105,526,45847,,
94105,1176,166243,,
94105,1080,845029,,
94107,"15,066","1,837,933",,
94107,3089,39066,,
94107,2455,90705,,
94107,2159,133809,,
94107,1715,149436,,
94107,3573,504042,,
94107,2075,920875,,
94108,"6,549","881,839",,
94108,2644,34136,,
94108,1642,60079,,
94108,889,54482,,
94108,459,39740,,
94108,553,76008,,
94108,362,617394,,
94109,"30,980","2,676,631",,
94109,8908,117935,,
94109,7599,279971,,
94109,5030,308238,,
94109,3061,264985,,
94109,4236,574684,,
94109,2146,1130818,,
94110,"38,013","2,560,914",,
94110,12905,172425,,
94110,9965,362156,,
94110,5278,323129,,
94110,3128,270885,,
94110,4809,664981,,
94110,1928,767338,,
94111,"2,666","1,454,125",,
94111,578,6982,,
94111,396,14432,,
94111,298,18547,,
94111,256,22292,,
94111,548,77250,,
94111,590,1314622,,
94112,"38,177","1,764,678",,
94112,15688,204293,,
94112,10749,389007,,
94112,5239,320680,,
94112,2690,231615,,
94112,3213,427407,,
94112,598,191676,,
94114,"20,931","2,652,889",,
94114,4223,52989,,
94114,4023,150586,,
94114,3414,210736,,
94114,2421,210880,,
94114,4222,583887,,
94114,2628,1443811,,
94115,"18,078","3,022,054",,
94115,4781,60396,,
94115,4011,148964,,
94115,2755,169260,,
94115,1774,154037,,
94115,2779,383495,,
94115,1978,2105902,,
94116,"22,089","1,659,772",,
94116,7364,87417,,
94116,4788,175830,,
94116,3210,197395,,
94116,2094,181582,,
94116,3306,455843,,
94116,1327,561705,,
94117,"22,353","2,140,947",,
94117,5804,75970,,
94117,5219,193148,,
94117,3680,226037,,
94117,2234,193195,,
94117,3498,481098,,
94117,1918,971499,,
94118,"20,031","2,754,871",,
94118,5934,71656,,
94118,4343,160424,,
94118,3000,184047,,
94118,1823,157740,,
94118,2842,393326,,
94118,2089,1787678,,
94121,"21,426","1,827,503",,
94121,6958,86459,,
94121,4942,182014,,
94121,3353,205302,,
94121,2013,174236,,
94121,2816,385501,,
94121,1344,793991,,
94122,"29,766","1,971,891",,
94122,9751,119915,,
94122,7040,258699,,
94122,4604,282522,,
94122,2816,243493,,
94122,4163,567362,,
94122,1392,499900,,
94123,"14,648","2,899,430",,
94123,2281,28372,,
94123,2366,90086,,
94123,2493,154614,,
94123,1932,167497,,
94123,3152,436544,,
94123,2424,2022317,,
94124,"15,337","566,258",,
94124,7240,94236,,
94124,4515,161334,,
94124,1946,117573,,
94124,831,71661,,
94124,713,91375,,
94124,92,30079,,
94127,"9,986","1,327,602",,
94127,2389,26857,,
94127,1549,57107,,
94127,1156,72102,,
94127,941,81856,,
94127,2188,315370,,
94127,1763,774310,,
94129,"1,711","418,701",,
94129,412,5250,,
94129,377,13938,,
94129,266,16252,,
94129,159,13691,,
94129,272,36895,,
94129,225,332675,,
94130,913,"28,955",,
94130,481,5422,,
94130,282,9966,,
94130,79,4763,,
94130,28,2420,,
94130,43,6384,,
94130,**,**,,
94131,"15,633","1,735,187",,
94131,3351,40987,,
94131,2929,108789,,
94131,2445,150983,,
94131,1806,157333,,
94131,3174,439612,,
94131,1928,837483,,
94132,"12,046","762,668",,
94132,4316,51251,,
94132,2711,99767,,
94132,1732,106849,,
94132,1125,97243,,
94132,1636,223230,,
94132,526,184328,,
94133,"13,653","1,399,497",,
94133,4942,62499,,
94133,3047,111593,,
94133,1925,118281,,
94133,1136,97571,,
94133,1668,229776,,
94133,935,779777,,
94134,"19,225","828,753",,
94134,8164,104568,,
94134,5387,195192,,
94134,2729,167156,,
94134,1335,115024,,
94134,1418,187741,,
94134,192,59072,,
94158,"2,298","261,681",,
94158,384,4657,,
94158,455,16949,,
94158,311,19105,,
94158,243,21125,,
94158,566,79370,,
94158,339,120475,,
94301,"8,351","3,061,058",,
94301,1714,16892,,
94301,1085,39794,,
94301,877,54742,,
94301,713,61960,,
94301,1626,233976,,
94301,2336,2653694,,
94303,"19,348","2,893,142",,
94303,6956,90234,,
94303,4642,165643,,
94303,2008,122893,,
94303,1181,102271,,
94303,2307,331351,,
94303,2254,2080750,,
94304,"1,791","931,676",,
94304,237,2519,,
94304,229,8651,,
94304,300,18580,,
94304,201,17606,,
94304,446,62836,,
94304,378,821484,,
94305,"3,445","673,283",,
94305,1121,12064,,
94305,1005,34594,,
94305,204,12576,,
94305,138,12055,,
94305,346,50506,,
94305,631,551488,,
94306,"12,799","2,172,698",,
94306,3041,32796,,
94306,1977,73120,,
94306,1439,89073,,
94306,1113,97031,,
94306,2638,377639,,
94306,2591,1503039,,
94401,"15,866","984,397",,
94401,5559,73865,,
94401,3974,143747,,
94401,2296,140852,,
94401,1519,131903,,
94401,1960,266513,,
94401,558,227517,,
94402,"12,324","1,828,617",,
94402,2940,33917,,
94402,2006,74094,,
94402,1536,95826,,
94402,1157,100361,,
94402,2463,348329,,
94402,2222,1176090,,
94403,"19,788","2,237,345",,
94403,5478,67741,,
94403,3945,145154,,
94403,2943,181789,,
94403,2038,177373,,
94403,3757,523895,,
94403,1627,1141393,,
94404,"16,425","1,810,009",,
94404,3346,38140,,
94404,2427,90652,,
94404,2224,138957,,
94404,2070,180295,,
94404,4231,593896,,
94404,2127,768069,,
94501,"29,908","1,984,932",,
94501,9128,115781,,
94501,7193,265309,,
94501,5089,312297,,
94501,2966,256634,,
94501,4280,585234,,
94501,1252,449677,,
94502,"6,517","686,199",,
94502,1499,16037,,
94502,949,35306,,
94502,823,51329,,
94502,753,65668,,
94502,1699,240121,,
94502,794,277738,,
94503,"8,360","504,932",,
94503,2627,32586,,
94503,1937,70951,,
94503,1298,80398,,
94503,861,74886,,
94503,1417,191696,,
94503,220,54415,,
94505,"5,656","486,141",,
94505,1332,15261,,
94505,947,35251,,
94505,830,51648,,
94505,744,64690,,
94505,1463,200749,,
94505,340,118542,,
94506,"9,968","2,197,721",,
94506,2108,19016,,
94506,899,32995,,
94506,748,46666,,
94506,744,64901,,
94506,2399,350670,,
94506,3070,1683473,,
94507,"7,197","1,737,307",,
94507,1646,15413,,
94507,762,27978,,
94507,570,35470,,
94507,533,46868,,
94507,1460,212743,,
94507,2226,1398835,,
94508,"1,279","95,725",,
94508,425,4938,,
94508,313,11489,,
94508,178,10838,,
94508,125,10863,,
94508,172,23709,,
94508,66,33888,,
94509,"26,252","1,180,269",,
94509,10687,139770,,
94509,6959,252369,,
94509,3833,234915,,
94509,2256,194713,,
94509,2316,299979,,
94509,201,58523,,
94510,"13,397","1,059,091",,
94510,3800,44235,,
94510,2451,91347,,
94510,1837,113986,,
94510,1474,128476,,
94510,2985,411826,,
94510,850,269221,,
94513,"22,776","1,642,582",,
94513,6678,82703,,
94513,3966,145118,,
94513,3241,201503,,
94513,2867,250294,,
94513,5105,691655,,
94513,919,271309,,
94514,551,"33,211",,
94514,200,2723,,
94514,148,5320,,
94514,53,3328,,
94514,53,4580,,
94514,97,17260,,
94514,**,**,,
94515,"3,311","222,932",,
94515,1258,17057,,
94515,918,32665,,
94515,473,28859,,
94515,223,19021,,
94515,305,41464,,
94515,134,83866,,
94517,"5,998","608,888",,
94517,1478,15717,,
94517,817,30028,,
94517,660,40855,,
94517,663,58028,,
94517,1704,241793,,
94517,676,222467,,
94518,"12,553","817,455",,
94518,4012,50086,,
94518,2844,104273,,
94518,1801,110892,,
94518,1283,111416,,
94518,2118,288683,,
94518,495,152105,,
94519,"8,684","481,257",,
94519,2754,34998,,
94519,2123,77268,,
94519,1442,88775,,
94519,1031,89163,,
94519,1223,159799,,
94519,111,31254,,
94520,"16,236","632,773",,
94520,7316,101180,,
94520,5001,177435,,
94520,1976,120535,,
94520,1028,88569,,
94520,827,105671,,
94520,88,39383,,
94521,"19,494","1,341,746",,
94521,5730,68403,,
94521,3978,147008,,
94521,2987,184868,,
94521,2238,194848,,
94521,3798,519493,,
94521,763,227126,,
94523,"16,588","1,259,116",,
94523,4658,54711,,
94523,3165,117543,,
94523,2559,158116,,
94523,1910,166131,,
94523,3338,460241,,
94523,958,302374,,
94525,"1,623","92,005",,
94525,525,6471,,
94525,400,14985,,
94525,274,16778,,
94525,155,13548,,
94525,239,31943,,
94525,30,8280,,
94526,"15,238","2,111,857",,
94526,3580,36100,,
94526,1806,67562,,
94526,1695,105444,,
94526,1414,123355,,
94526,3862,552865,,
94526,2881,1226531,,
94530,"12,648","933,842",,
94530,3517,42871,,
94530,2726,100138,,
94530,2066,127576,,
94530,1321,114877,,
94530,2297,315694,,
94530,721,232686,,
94531,"17,137","1,063,586",,
94531,5267,66770,,
94531,3699,137083,,
94531,2630,162833,,
94531,2107,182802,,
94531,3049,405955,,
94531,385,108143,,
94533,"29,433","1,351,775",,
94533,11776,156162,,
94533,7958,288669,,
94533,4323,265657,,
94533,2459,212390,,
94533,2641,344023,,
94533,276,84874,,
94534,"16,404","1,354,027",,
94534,4247,50864,,
94534,2866,106074,,
94534,2443,151451,,
94534,2062,179822,,
94534,3788,517010,,
94534,998,348806,,
94535,"2,268","80,459",,
94535,1168,18963,,
94535,628,22356,,
94535,245,14984,,
94535,135,11709,,
94535,92,12447,,
94535,**,**,,
94536,"29,975","2,278,214",,
94536,8486,105552,,
94536,6087,223321,,
94536,4318,267423,,
94536,3266,283885,,
94536,5943,823851,,
94536,1875,574182,,
94538,"27,739","1,786,401",,
94538,8484,109199,,
94538,6333,230795,,
94538,4286,265458,,
94538,3014,260943,,
94538,4744,640191,,
94538,878,279815,,
94539,"21,153","3,098,846",,
94539,4799,50417,,
94539,2545,93895,,
94539,2103,130220,,
94539,1847,161234,,
94539,5541,805682,,
94539,4318,1857398,,
94541,"26,677","1,176,625",,
94541,10561,141273,,
94541,7835,284030,,
94541,4001,243753,,
94541,1959,169131,,
94541,2082,272540,,
94541,239,65898,,
94542,"5,421","436,914",,
94542,1571,18623,,
94542,1091,40645,,
94542,805,49716,,
94542,526,45264,,
94542,997,139094,,
94542,431,143572,,
94544,"31,755","1,393,762",,
94544,12838,174489,,
94544,9407,339456,,
94544,4690,286448,,
94544,2296,197778,,
94544,2248,292173,,
94544,276,103418,,
94545,"14,293","755,293",,
94545,4956,65258,,
94545,3871,142022,,
94545,2342,143755,,
94545,1301,112375,,
94545,1577,207310,,
94545,246,84573,,
94546,"20,695","1,337,503",,
94546,6190,76076,,
94546,4636,171136,,
94546,3430,211218,,
94546,2279,197027,,
94546,3534,476834,,
94546,626,205212,,
94547,"11,225","788,217",,
94547,2868,35463,,
94547,2323,86731,,
94547,1908,117596,,
94547,1417,123189,,
94547,2311,316149,,
94547,398,109089,,
94549,"13,160","2,310,417",,
94549,3102,30495,,
94549,1684,62204,,
94549,1384,85970,,
94549,1111,96434,,
94549,2902,418502,,
94549,2977,1616812,,
94550,"21,341","2,066,480",,
94550,5500,64486,,
94550,3476,128002,,
94550,2577,159269,,
94550,2311,201722,,
94550,5291,743212,,
94550,2186,769789,,
94551,"18,120","1,270,037",,
94551,5364,69297,,
94551,3706,135090,,
94551,2543,157671,,
94551,2011,175063,,
94551,3716,507412,,
94551,780,225504,,
94552,"6,611","709,677",,
94552,1544,16491,,
94552,858,31787,,
94552,744,46352,,
94552,703,61296,,
94552,1921,274285,,
94552,841,279466,,
94553,"22,866","1,572,723",,
94553,6635,80989,,
94553,4793,177195,,
94553,3715,229574,,
94553,2627,228138,,
