Zip Code,Size AGI,Returns,Joint Returns,AGI,Unemployment Returns,Unemployment Amount,Taxable Income Returns,Taxable Income Amount
90262,25K under 50K,7738,2768,270667,1070,9014,7086,105464
90262,50K under 75K,2373,1326,143188,344,2744,2357,75930
90262,75K under 100K,808,573,68690,125,1010,808,41257
90262,100K under 200K,354,264,46613,35,322,354,30796
90262,200K or more,0,0,0,0,0,0,0
90265,1 under 25K,2230,245,23371,131,1506,978,5784
90265,25K under 50K,1139,278,41691,125,1680,962,20455
90265,50K under 75K,760,250,46860,59,583,689,26303
90265,75K under 100K,578,293,50323,52,499,550,28899
90265,100K under 200K,1177,733,169021,84,948,1161,108854
90265,200K or more,1443,1081,1462957,43,455,1431,1163165
90266,1 under 25K,3765,301,39057,242,2882,1911,11150
90266,25K under 50K,2218,418,82911,254,2812,2016,46619
90266,50K under 75K,1933,472,119695,172,1616,1830,78644
90266,75K under 100K,1467,569,127470,126,1164,1424,85469
90266,100K under 200K,3446,2144,493273,325,3211,3425,336499
90266,200K or more,4172,3497,3068615,231,2406,4164,2475203
90270,1 under 25K,6074,1091,88554,769,5470,2202,11223
90270,25K under 50K,3123,1176,108226,467,4272,2833,40968
90270,50K under 75K,811,474,48463,128,895,807,26579
90270,75K under 100K,196,133,16524,42,383,196,10522
90270,100K under 200K,76,57,9273,0,0,76,6524
90270,200K or more,0,0,0,0,0,0,0
90272,1 under 25K,2620,247,25201,140,1570,1210,6768
90272,25K under 50K,1204,252,44304,127,1527,1028,22404
90272,50K under 75K,912,264,56550,64,629,825,31580
90272,75K under 100K,781,364,67867,61,694,735,40081
90272,100K under 200K,1845,1194,264163,156,1630,1797,168572
90272,200K or more,3169,2646,3222797,114,1181,3155,2593879
90274,1 under 25K,2910,340,28895,128,1320,1258,7251
90274,25K under 50K,1379,387,50780,120,1485,1171,24891
90274,50K under 75K,1147,396,71125,51,527,1056,40374
90274,75K under 100K,957,515,83547,51,560,912,49198
90274,100K under 200K,2590,1961,372439,129,1434,2559,236979
90274,200K or more,3440,3032,2727537,101,1113,3418,2178312
90275,1 under 25K,4457,683,46684,239,2436,1975,11144
90275,25K under 50K,2496,805,92352,218,2730,2203,45143
90275,50K under 75K,2152,923,134205,142,1569,2046,79020
90275,75K under 100K,1843,1087,160502,125,1421,1808,101281
90275,100K under 200K,4534,3605,650546,284,2936,4507,435974
90275,200K or more,3302,2963,1517510,104,923,3297,1174842
90277,1 under 25K,4731,431,56642,481,5021,2376,15510
90277,25K under 50K,3502,573,130148,467,5201,3314,76061
90277,50K under 75K,3186,817,198082,303,2727,3112,134302
90277,75K under 100K,2251,826,194784,180,1717,2231,136555
90277,100K under 200K,3785,2288,526738,324,2820,3779,374485
90277,200K or more,1886,1500,814532,115,979,1882,650361
90278,1 under 25K,4979,579,61015,570,5995,2473,15772
90278,25K under 50K,3659,769,135793,520,5639,3444,76133
90278,50K under 75K,2833,893,175875,295,2909,2791,113657
90278,75K under 100K,2233,990,193392,230,2093,2231,131677
90278,100K under 200K,4292,2923,601548,516,4836,4289,414317
90278,200K or more,1606,1351,490623,157,1473,1605,372618
90280,1 under 25K,20333,3461,284184,2774,20912,8098,43223
90280,25K under 50K,11560,4085,408784,1664,14825,10726,167069
90280,50K under 75K,3985,2283,241064,609,4777,3959,131820
90280,75K under 100K,1374,1034,117234,221,1596,1372,71027
90280,100K under 200K,678,567,82908,98,845,677,54839
90280,200K or more,40,24,27907,0,0,40,20396
90290,1 under 25K,971,119,10758,97,930,392,2300
90290,25K under 50K,471,142,17385,58,647,404,8213
90290,50K under 75K,358,134,21978,47,374,340,12935
90290,75K under 100K,269,140,23361,42,350,265,14211
90290,100K under 200K,527,349,73556,69,539,525,48505
90290,200K or more,375,313,263564,23,193,374,218646
90291,1 under 25K,4989,388,62940,611,6235,2561,17638
90291,25K under 50K,3404,483,124514,554,5894,3263,74472
90291,50K under 75K,2084,395,128090,312,2535,2051,89648
90291,75K under 100K,1325,370,114815,213,1658,1308,82524
90291,100K under 200K,1970,822,270273,264,2073,1958,199488
90291,200K or more,1103,655,524646,102,771,1099,422939
90292,1 under 25K,2923,231,35228,364,3859,1450,10006
90292,25K under 50K,2268,282,84664,375,4210,2163,51354
90292,50K under 75K,1981,312,123207,236,1663,1947,85330
90292,75K under 100K,1550,371,134010,151,1382,1533,96529
90292,100K under 200K,2609,1086,360950,262,2651,2599,270302
90292,200K or more,1324,753,661570,79,693,1322,530175
90293,1 under 25K,1491,121,18744,192,2222,812,5767
90293,25K under 50K,1423,156,52999,235,2666,1354,32375
90293,50K under 75K,1307,213,81158,158,1403,1289,57060
90293,75K under 100K,864,223,74502,93,773,860,52845
90293,100K under 200K,1335,682,180700,147,1355,1330,129981
90293,200K or more,542,397,262733,31,230,540,208717
90301,1 under 25K,8064,1085,111099,898,6742,3474,20272
90301,25K under 50K,5094,1156,181440,518,4687,4865,87983
90301,50K under 75K,1681,608,100957,151,1262,1670,60840
90301,75K under 100K,498,268,42386,42,287,498,27953
90301,100K under 200K,316,205,39754,36,287,315,27585
90301,200K or more,23,0,9805,0,0,23,8049
90302,1 under 25K,6404,661,86078,813,6732,2920,17185
90302,25K under 50K,4110,766,147439,452,4115,3924,73695
90302,50K under 75K,1726,467,104175,134,1137,1723,64208
90302,75K under 100K,582,241,49782,70,660,578,32269
90302,100K under 200K,456,265,59429,55,490,456,40109
90302,200K or more,55,40,39384,0,0,55,31094
90303,1 under 25K,5661,739,78744,591,4471,2296,13057
90303,25K under 50K,3317,824,117201,284,2406,3124,52655
90303,50K under 75K,1165,423,70430,88,764,1157,40507
90303,75K under 100K,471,241,40378,40,332,469,24743
90303,100K under 200K,286,195,36120,32,281,285,23733
90303,200K or more,24,21,6374,0,0,24,4854
90304,1 under 25K,6788,1162,96012,587,4282,2681,14551
90304,25K under 50K,3291,1218,114831,318,2696,3055,47351
90304,50K under 75K,814,487,48377,102,744,803,26725
90304,75K under 100K,261,193,22298,40,374,260,14056
90304,100K under 200K,127,101,18225,0,0,127,12384
90304,200K or more,0,0,0,0,0,0,0
90305,1 under 25K,3106,212,39453,335,2715,1225,7204
90305,25K under 50K,2045,239,75410,225,2344,1945,38353
90305,50K under 75K,1395,270,85410,100,923,1380,49262
90305,75K under 100K,779,238,66741,53,545,778,40259
90305,100K under 200K,772,447,100630,60,503,772,65909
90305,200K or more,50,37,13736,0,0,50,9434
90401,1 under 25K,1223,82,14477,117,1232,619,4410
90401,25K under 50K,840,97,31261,121,1319,828,20523
90401,50K under 75K,613,82,37731,69,637,606,28071
90401,75K under 100K,357,89,30718,35,231,354,22837
90401,100K under 200K,575,177,80399,57,460,569,63491
90401,200K or more,387,190,540706,0,0,385,429380
90402,1 under 25K,1450,116,14654,79,962,694,4111
90402,25K under 50K,722,119,26742,84,966,640,14708
90402,50K under 75K,518,131,32135,53,534,467,19722
90402,75K under 100K,377,149,32675,36,310,348,20744
90402,100K under 200K,831,451,118488,44,458,803,77018
90402,200K or more,1643,1264,1644541,41,394,1633,1299982
90403,1 under 25K,3719,292,44338,406,4478,1902,12929
90403,25K under 50K,2815,332,104721,470,5505,2692,64622
90403,50K under 75K,2156,389,133349,242,2396,2127,95409
90403,75K under 100K,1555,405,134543,145,1194,1539,99438
90403,100K under 200K,2423,1042,334905,272,2254,2412,253843
90403,200K or more,1417,888,751444,74,619,1413,598598
90404,1 under 25K,4036,390,49826,441,4159,1952,12884
90404,25K under 50K,2735,457,99732,387,3993,2645,59011
90404,50K under 75K,1617,349,99207,190,1728,1602,70834
90404,75K under 100K,911,304,78779,99,845,909,57170
90404,100K under 200K,1218,611,166095,139,1099,1216,122763
90404,200K or more,524,307,450862,34,245,522,365651
90405,1 under 25K,4546,381,53922,529,5349,2260,14741
90405,25K under 50K,3099,434,113845,467,4840,2932,67719
90405,50K under 75K,2135,429,131145,261,2496,2091,90672
90405,75K under 100K,1441,427,124443,171,1419,1427,89987
90405,100K under 200K,2338,1102,323675,258,2181,2331,237154
90405,200K or more,1515,993,802499,99,821,1511,634347
90501,1 under 25K,7440,1110,97996,755,6174,3203,18918
90501,25K under 50K,4794,1448,172329,531,5423,4467,83962
90501,50K under 75K,2543,1037,156142,268,2332,2521,97412
90501,75K under 100K,1603,947,138743,146,1192,1596,90762
90501,100K under 200K,2136,1720,286120,200,1712,2131,196069
90501,200K or more,445,378,158433,21,161,444,126377
90502,1 under 25K,3049,510,38637,333,2941,1327,7811
90502,25K under 50K,2114,616,77328,262,2835,1985,38745
90502,50K under 75K,1331,518,81930,130,1327,1328,49613
90502,75K under 100K,789,427,68336,89,865,787,44419
90502,100K under 200K,941,713,122276,112,944,937,83985
90502,200K or more,87,65,33769,0,0,87,27318
90503,1 under 25K,5760,984,68965,462,4198,2747,17103
90503,25K under 50K,4082,1186,150828,460,5125,3864,80942
90503,50K under 75K,3131,1299,193331,220,2094,3104,124655
90503,75K under 100K,2317,1367,201135,174,1889,2309,135589
90503,100K under 200K,3989,3185,549997,327,3036,3983,385163
90503,200K or more,1072,931,325920,55,481,1071,253424
90504,1 under 25K,5321,814,65611,540,4726,2509,15350
90504,25K under 50K,3421,940,124922,370,3861,3252,66046
90504,50K under 75K,2411,1024,148847,215,2028,2397,93362
90504,75K under 100K,1655,1051,143499,137,1269,1651,94615
90504,100K under 200K,2392,1949,318797,216,2026,2391,221011
90504,200K or more,280,245,86407,0,0,280,68417
90505,1 under 25K,5144,820,60400,426,4276,2395,14298
90505,25K under 50K,3267,1025,120512,348,4039,3042,63542
90505,50K under 75K,2429,1084,150550,196,2031,2385,94187
90505,75K under 100K,1833,1107,159143,142,1379,1820,105822
90505,100K under 200K,3384,2726,470868,283,2654,3379,324943
90505,200K or more,1108,980,399721,50,357,1106,309891
90601,1 under 25K,4888,665,64153,725,6496,2333,14111
90601,25K under 50K,3519,879,127582,519,5427,3340,63787
90601,50K under 75K,2196,859,135479,240,2003,2175,81293
90601,75K under 100K,1373,799,118952,144,1514,1373,75565
90601,100K under 200K,1671,1321,224352,149,1504,1671,151420
90601,200K or more,328,284,109171,0,0,328,86219
90602,1 under 25K,4344,561,60164,593,4619,2073,12595
90602,25K under 50K,2787,766,99979,402,3899,2612,47707
90602,50K under 75K,1245,558,75878,173,1639,1242,45228
90602,75K under 100K,644,404,55397,92,921,642,34944
90602,100K under 200K,814,681,110009,82,732,812,73857
90602,200K or more,146,125,45786,0,0,146,34727
90603,1 under 25K,2798,330,34441,323,2831,1489,8740
90603,25K under 50K,1815,489,66358,255,2626,1692,33502
90603,50K under 75K,1393,642,86983,150,1498,1372,50886
90603,75K under 100K,1064,705,91977,115,1207,1059,56168
90603,100K under 200K,1642,1429,219806,168,1606,1640,146132
90603,200K or more,309,276,121838,0,0,309,97143
90604,1 under 25K,6393,853,85816,867,7500,3142,19123
90604,25K under 50K,4303,1256,154904,624,6275,4056,74236
90604,50K under 75K,2467,1246,151407,319,2798,2451,86166
90604,75K under 100K,1627,1159,140512,228,1999,1626,85084
90604,100K under 200K,1743,1535,223285,219,2040,1743,148035
90604,200K or more,91,74,27011,0,0,90,19741
90605,1 under 25K,7315,1110,98135,998,8584,3240,18557
90605,25K under 50K,4549,1406,162940,676,6693,4223,72833
90605,50K under 75K,2340,1210,143287,341,3153,2316,79804
90605,75K under 100K,1332,935,114549,170,1434,1328,69156
90605,100K under 200K,1295,1105,169540,145,1377,1292,111793
90605,200K or more,297,269,147342,0,0,297,105183
90606,1 under 25K,5867,847,80905,866,7056,2747,16052
90606,25K under 50K,4056,1189,145131,588,5613,3794,65306
90606,50K under 75K,2034,986,124502,264,2081,2021,70697
90606,75K under 100K,982,698,84601,141,1176,982,50686
90606,100K under 200K,755,646,94542,86,820,755,63066
90606,200K or more,30,28,7867,0,0,30,5885
90620,1 under 25K,7792,1237,99010,928,7861,3754,22527
90620,25K under 50K,4935,1594,178605,701,7891,4637,86894
90620,50K under 75K,3112,1671,191334,466,4380,3085,110090
90620,75K under 100K,2091,1477,180839,344,3178,2088,112119
90620,100K under 200K,2279,1957,296280,304,2774,2279,197501
90620,200K or more,223,190,73295,0,0,223,56023
90621,1 under 25K,6689,1302,90485,727,5590,2683,15497
90621,25K under 50K,3914,1448,140016,513,5203,3607,61506
90621,50K under 75K,1764,928,107275,240,2159,1736,62855
90621,75K under 100K,828,545,71167,104,936,823,45226
90621,100K under 200K,1023,823,136190,114,1096,1023,90664
90621,200K or more,185,157,74859,0,0,185,56166
90623,1 under 25K,2305,456,28256,170,1555,1052,6217
90623,25K under 50K,1449,477,52769,165,1833,1352,26150
90623,50K under 75K,1011,486,62468,106,1102,993,37870
90623,75K under 100K,765,513,66752,80,840,763,42412
90623,100K under 200K,1310,1125,179381,140,1390,1308,121549
90623,200K or more,252,227,82919,0,0,251,63691
90630,1 under 25K,7280,1147,88809,781,6801,3441,21191
90630,25K under 50K,4784,1563,175106,607,6611,4483,87666
90630,50K under 75K,3378,1649,209143,405,4232,3342,125433
90630,75K under 100K,2437,1574,211380,295,2902,2424,135148
90630,100K under 200K,3819,3174,516763,379,3755,3817,352860
90630,200K or more,857,780,284066,40,364,856,222530
90631,1 under 25K,11491,1900,153291,1261,10592,5150,30271
90631,25K under 50K,7404,2478,266982,997,10132,6826,125148
90631,50K under 75K,4035,2046,248417,490,4774,3985,145892
90631,75K under 100K,2414,1615,208614,295,2857,2403,130697
90631,100K under 200K,3160,2630,422598,326,2883,3155,279343
90631,200K or more,814,726,351269,35,282,812,271487
90638,1 under 25K,7182,1138,88470,807,6794,3474,20576
90638,25K under 50K,4637,1459,168172,640,6873,4311,81509
90638,50K under 75K,3052,1583,188945,387,3993,3023,108809
90638,75K under 100K,2279,1570,197672,304,2870,2274,122051
90638,100K under 200K,3126,2708,411477,320,2827,3124,273134
90638,200K or more,448,399,145069,28,194,447,112514
90640,1 under 25K,12279,1938,166841,1579,12587,5368,30592
90640,25K under 50K,7562,2112,269909,934,9002,7088,126844
90640,50K under 75K,3595,1486,219214,385,3173,3566,132005
90640,75K under 100K,1744,1055,149576,209,1934,1739,95880
90640,100K under 200K,1571,1255,203945,140,1327,1570,140445
90640,200K or more,219,182,70146,0,0,218,53367
90650,1 under 25K,18770,3032,255606,2532,20345,8436,48548
90650,25K under 50K,12621,4044,453296,1772,17018,11730,201170
90650,50K under 75K,6349,3414,387327,965,8549,6310,215403
90650,75K under 100K,3140,2280,270627,455,3974,3139,165429
90650,100K under 200K,2223,1874,276737,243,1986,2223,184312
90650,200K or more,105,81,30216,0,0,104,21903
90660,1 under 25K,12076,1928,164964,1787,14382,5397,30721
90660,25K under 50K,8162,2351,291594,1145,10802,7650,130646
90660,50K under 75K,3690,1846,224075,533,4452,3672,124832
90660,75K under 100K,1730,1217,148588,237,2085,1728,91128
90660,100K under 200K,1277,1069,159586,153,1290,1276,105883
90660,200K or more,52,45,19348,0,0,51,13997
90670,1 under 25K,2807,363,37780,428,3682,1375,8610
90670,25K under 50K,1963,513,71146,308,2817,1857,34141
90670,50K under 75K,1049,477,64263,137,1272,1040,37664
90670,75K under 100K,587,391,50475,83,791,587,30845
90670,100K under 200K,502,401,63629,63,488,502,43248
90670,200K or more,75,55,79794,0,0,74,59651
90680,1 under 25K,6005,1126,81685,767,6318,2393,13501
90680,25K under 50K,3425,1185,122302,462,4331,3171,54260
90680,50K under 75K,1670,893,101988,242,2266,1663,59325
90680,75K under 100K,817,529,70080,116,1197,817,45292
90680,100K under 200K,617,472,78099,78,705,617,54226
90680,200K or more,33,24,11188,0,0,33,8074
90701,1 under 25K,3188,648,42388,304,2584,1350,7728
90701,25K under 50K,1882,708,67098,259,2646,1775,30906
90701,50K under 75K,999,530,61354,115,1148,993,35046
90701,75K under 100K,474,335,40961,51,465,473,25599
90701,100K under 200K,463,373,59771,56,504,462,40270
90701,200K or more,60,45,23094,0,0,59,16042
90703,1 under 25K,7292,1461,85785,637,5953,3247,19079
90703,25K under 50K,4778,1686,174734,564,6345,4426,86619
90703,50K under 75K,3350,1529,207316,294,2884,3297,124900
90703,75K under 100K,2538,1677,220107,233,2476,2526,140675
90703,100K under 200K,4446,3746,612865,440,4404,4440,419459
90703,200K or more,1042,933,366661,57,557,1039,285981
90706,1 under 25K,13851,1879,187080,1836,14791,6331,36519
90706,25K under 50K,9202,2475,331946,1244,11735,8706,159633
90706,50K under 75K,4268,1936,260005,559,4829,4242,152919
90706,75K under 100K,2111,1363,181202,247,2033,2106,112986
90706,100K under 200K,1869,1493,240722,181,1739,1868,160407
90706,200K or more,143,116,44234,0,0,142,33632
90710,1 under 25K,4631,749,62196,497,3912,1960,11412
90710,25K under 50K,2815,887,101591,326,3192,2624,48117
90710,50K under 75K,1479,618,90900,158,1332,1468,54862
90710,75K under 100K,964,531,83399,77,631,962,53269
90710,100K under 200K,1210,916,160285,101,978,1209,107667
90710,200K or more,140,120,40245,0,0,140,30790
90712,1 under 25K,4561,545,58241,537,4709,2334,14438
90712,25K under 50K,3064,723,112771,403,4166,2894,57512
90712,50K under 75K,2416,964,150106,267,2664,2391,88410
90712,75K under 100K,1890,1142,163791,233,2113,1885,101736
90712,100K under 200K,2484,2042,325346,264,2394,2484,217424
90712,200K or more,271,239,87914,21,191,270,68459
90713,1 under 25K,3852,428,48443,448,3776,2039,12379
90713,25K under 50K,2560,712,94051,359,3773,2416,48681
90713,50K under 75K,2155,946,134445,264,2530,2137,79635
90713,75K under 100K,1817,1154,157847,218,1924,1811,98353
90713,100K under 200K,2577,2162,339064,277,2639,2577,227754
90713,200K or more,221,196,57294,0,0,221,43038
90715,1 under 25K,3514,513,46575,444,3456,1632,9432
90715,25K under 50K,2282,645,82331,302,3056,2155,39475
90715,50K under 75K,1411,619,86884,183,1443,1403,50983
90715,75K under 100K,808,503,69678,105,942,806,44332
90715,100K under 200K,712,549,91221,88,659,711,61275
90715,200K or more,52,44,12487,0,0,51,9143
90716,1 under 25K,3251,566,44663,367,2731,1179,6120
90716,25K under 50K,1777,653,62458,237,2128,1612,25537
90716,50K under 75K,544,282,32531,89,705,542,17820
90716,75K under 100K,134,96,11546,0,0,134,7315
90716,100K under 200K,84,57,10332,0,0,84,7278
90716,200K or more,0,0,0,0,0,0,0
90717,1 under 25K,3720,493,48047,434,3581,1769,11106
90717,25K under 50K,2421,605,87816,281,2999,2310,46131
90717,50K under 75K,1562,623,95562,162,1469,1551,60389
90717,75K under 100K,902,492,77883,98,801,898,51527
90717,100K under 200K,1211,927,160697,122,1113,1210,110726
