Zip Code,Population,Male,Female,Median age (years),Male Median age (years),Female Median age (years)
95903,1732,988,744,21.8,21.7,22.4
95910,86,48,38,51.3,52,51
95912,4685,2413,2272,31.8,30.6,32.8
95914,578,290,288,48.9,49,48.8
95915,44,26,18,52.8,53.5,52.5
95916,1441,767,674,54.1,53.3,54.5
95917,3155,1576,1579,37.2,35.9,38.4
95918,2339,1191,1148,47.9,48.4,47.5
95919,1378,692,686,50.3,47.5,52
95920,274,155,119,34.8,33.9,39.5
95922,687,372,315,50.3,50,50.6
95923,58,37,21,47,46.5,47.5
95925,295,154,141,41.3,41.7,39.8
95926,37725,18823,18902,27.2,26.4,28.4
95928,36511,18308,18203,29.4,28.2,30.8
95930,69,37,32,50.5,50.5,51.5
95932,7718,3879,3839,35.4,34.7,36
95934,274,138,136,52,48.5,54.3
95935,631,344,287,48.4,48,48.8
95936,352,186,166,57.2,57.6,56.6
95937,1491,713,778,43,43.1,42.6
95938,3787,1891,1896,42.3,41.3,43
95939,604,356,248,40.7,39,45.7
95941,563,293,270,54.3,54.4,54.3
95942,1301,657,644,50.6,51.7,49.7
95943,879,463,416,37.3,37.2,37.7
95944,46,27,19,57,53.8,57.4
95945,25199,11806,13393,47.1,43.8,49.6
95946,9790,4772,5018,52.7,51.7,53.5
95947,1899,943,956,48.3,47.3,49.4
95948,10810,5361,5449,35.2,33.9,36.6
95949,19741,9774,9967,50.7,49.7,51.7
95950,569,296,273,33.6,33.8,33.4
95951,2601,1330,1271,29.1,29.5,28.6
95953,10718,5159,5559,33.9,33.4,34.4
95954,12251,6094,6157,49.2,48.2,50.1
95955,1517,796,721,36.6,34.1,38.4
95956,401,206,195,52.5,53.1,52.3
95957,761,398,363,44.8,45,44.6
95959,17838,9051,8787,50.5,49.8,51.2
95960,796,422,374,48,46,50
95961,26510,13356,13154,29.5,29.2,29.7
95962,1567,799,768,49.9,50.4,49.5
95963,15493,7740,7753,36.2,35.3,37
95965,20384,10303,10081,34.8,33.5,36.2
95966,30643,15085,15558,43.5,41.7,44.9
95968,1412,719,693,35.9,36.2,35.8
95969,27549,13122,14427,50.4,48.5,52.2
95970,530,277,253,45.2,46.7,42.8
95971,5970,2949,3021,45.5,44.5,46.5
95973,31957,15688,16269,36.8,35.4,38.3
95974,8,4,4,25,25.5,24
95975,1769,890,879,50.1,49.3,50.7
95977,1678,839,839,42.4,42.6,42.3
95978,143,72,71,34.5,31,40.5
95979,597,329,268,52,49.8,52.9
95981,97,48,49,50.8,53,42.5
95982,3221,1654,1567,40.1,38.7,41.1
95983,428,217,211,52.7,52.9,52.6
95984,120,60,60,57.3,58.7,55.5
95986,162,96,66,52,50.5,53
95987,5992,3130,2862,29.8,28.8,31
95988,8857,4443,4414,35.5,34.6,36.7
95991,40593,20052,20541,31.7,30.6,33
95993,36067,17959,18108,37.4,35.8,38.6
96001,33865,16735,17130,42,40.4,43.8
96002,33298,16228,17070,37.5,35.1,39.7
96003,44461,21557,22904,40.7,38.7,42.5
96006,557,272,285,48.2,47.6,48.9
96007,22841,11196,11645,40.6,38.7,42.5
96008,1231,622,609,45.5,45.6,45.4
96009,569,295,274,44.6,44.6,44.7
96010,239,133,106,50.3,50.3,50.3
96011,218,118,100,47.8,49.3,44.8
96013,4212,2064,2148,44,42.6,45.5
96014,211,112,99,52.4,52.3,52.5
96015,465,223,242,41.6,43.5,40
96016,366,191,175,58.8,58.1,60.2
96017,171,102,69,51.3,52.5,50.5
96019,10082,5029,5053,38.6,37,40.3
96020,2416,1223,1193,47.8,46.9,48.7
96021,16097,8012,8085,35.2,34,36.5
96022,15768,7830,7938,42.2,41.2,43.1
96023,1240,636,604,42.8,40.5,45.1
96024,1145,591,554,50.2,51.4,48.2
96025,2310,1188,1122,47.7,46,49.9
96027,2227,1144,1083,50.1,48.8,51.5
96028,1464,744,720,48.5,48.1,48.7
96029,124,61,63,51.3,53.3,49.2
96031,158,92,66,54,55.5,52.3
96032,2407,1250,1157,45.7,44.1,48
96033,432,224,208,50.6,50.6,50.7
96034,294,156,138,51.8,50,52.8
96035,3324,1701,1623,37.3,35.1,39.4
96037,308,152,156,52.6,53.3,51.5
96038,589,301,288,46.9,43.9,49.3
96039,1251,642,609,47.6,47.4,48.2
96040,341,171,170,49.8,48.5,51.5
96041,2747,1430,1317,48.1,49.2,47.1
96044,1022,515,507,52.4,52.1,52.8
96046,304,173,131,52.3,52.9,51.3
96047,1004,511,493,48.9,49.3,48.3
96048,736,374,362,53,53,53
96049,95,50,45,52.4,55.5,50.5
96050,414,214,200,55.6,56.8,54
96051,1139,594,545,56.5,56.4,56.7
96052,1460,796,664,51.1,49.4,53
96054,366,181,185,48.4,50.5,47.3
96055,3935,1942,1993,44.9,44.8,45
96056,1642,845,797,50.2,49.9,50.5
96057,1355,681,674,53.6,53,54.5
96058,798,431,367,41.5,40.9,43.3
96059,688,352,336,53.9,55.2,53.6
96061,36,20,16,63,62.5,64.5
96062,1105,535,570,46.3,46.1,46.8
96063,125,64,61,50.8,53,48.5
96064,4574,2288,2286,47.1,46.4,47.6
96065,357,196,161,49.8,46.5,52.4
96067,7165,3420,3745,50,49.2,50.9
96068,183,142,41,37.3,33,47.5
96069,982,512,470,49.7,49.6,49.7
96071,125,63,62,62.5,63.3,61.8
96073,4082,2035,2047,49.6,49.7,49.6
96074,260,181,79,41,37.5,54.4
96075,369,226,143,46.1,43,51.4
96076,166,88,78,55.3,55.7,54.5
96080,28764,14102,14662,39.5,37.7,41.1
96084,625,315,310,51.5,52.9,50
96085,85,44,41,45.3,46.5,43.8
96086,338,168,170,51.8,52.4,50.5
96087,600,296,304,50.1,50,50.1
96088,4506,2306,2200,54.1,54,54.2
96090,421,212,209,44.1,43.3,44.8
96091,699,363,336,56.5,56.6,56.3
96092,496,269,227,40.9,41.3,40.2
96093,4133,2025,2108,45,43.5,46.5
96094,6630,3376,3254,43.8,41.8,46
96096,695,350,345,52,52.3,51.5
96097,10031,4826,5205,44.8,42.7,46.5
96101,5490,2777,2713,44.7,43,46.2
96103,1725,848,877,58.8,58.9,58.6
96104,748,368,380,49.9,49.5,50.6
96105,527,285,242,45.9,45.8,46
96106,479,238,241,62,62.4,61.5
96107,1269,628,641,36.4,34.5,38.7
96108,122,64,58,57.5,51.5,59.5
96109,2197,1664,533,37,35.8,46.7
96110,166,87,79,55,54.8,55.3
96111,160,83,77,51.6,52.3,51.2
96112,214,98,116,40.6,43,40.2
96113,1000,497,503,38.9,39.1,38.8
96114,3220,1639,1581,43.4,44,42.8
96115,145,72,73,59.3,59.4,58.9
96116,233,129,104,45.1,42.5,45.7
96117,405,199,206,45.1,44.3,45.3
96118,1627,807,820,46.6,45,47.6
96119,90,52,38,54,52.5,54
96120,957,481,476,46.9,47.4,46.2
96121,368,200,168,51.1,51,51.5
96122,3883,1918,1965,45,44.3,45.8
96123,48,25,23,44.5,41.8,46.5
96124,326,157,169,50.6,51.8,48.9
96125,258,134,124,56.4,55.5,57.3
96126,215,115,100,52.3,51.6,53
96128,752,410,342,39.1,36.5,42.3
96129,261,146,115,43.8,42.5,45.5
96130,23150,15788,7362,35.1,34,39
96132,119,61,58,56.3,55.3,57.5
96133,110,55,55,45,40.5,46.5
96134,2512,1283,1229,35.2,36.3,34.1
96135,128,68,60,46,45,47.3
96136,104,56,48,45.3,46.5,43
96137,3297,1681,1616,50.5,50.3,50.7
96140,1170,633,537,46.2,46.4,45.9
96141,744,401,343,48.7,48.1,49.5
96142,1037,574,463,43.3,43.5,43.2
96143,4414,2433,1981,32.6,32.4,33
96145,3161,1689,1472,43.3,41.9,45
96146,1366,802,564,39.7,38.4,42.2
96148,788,425,363,38.5,37.4,39.7
96150,29792,15802,13990,38,37.1,39.1
96155,8,5,3,46,42.5,60.5
96161,18451,9669,8782,38.4,38.1,38.7
97635,165,89,76,57.9,60.7,55
